date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Fri Mar 08 2019,Anonymous,,Current Employee ,Great place to work!,0,"Everyone knows the pro's. Great community, great perks, leading company.
","Work, work, work. Work life balance is tough, but once you get used to it it's fine.
Helpfu",,4,3,5,5,4,5,Recommends,Positive Outlook,Approves of CEO
Tue Feb 12 2019, Account Executive,"Toronto, ON",Current Employee ,Highly Recommended,0,"Career growth and acceleration; Continuous learning opportunities
","As the company continues to get bigger, there is an increasing amount of internal process that is required and can sometimes serve to slow things down
",,5,4,5,5,4,4,Recommends,Positive Outlook,Approves of CEO
Mon Feb 04 2019,N/A,"Toronto, ON","Software Intern in Toronto, ON",Nice employer,0,"Great working environment to be in
","Tasks given or assigned are very specific
Helpfu",,5,5,5,5,5,5,,,
Sun Feb 10 2019,Anonymous,,Current Employee ,Good spot,1,"Great people Challenging problems Lots of chance for impact
","Questionable upper management, recent changes not awesome
",,4,,,,,,,,
Sun Jan 27 2019, Worker,"Burlington, ON",Current Employee ,Good Company,0,"Good company with fair compensation and work hours
","Requires a lot of creativity and initiative
",,5,5,5,5,5,5,Recommends,,
Fri Jan 25 2019,N/A,, ,great,0,"great company to work for
","i dont have any cons
Helpfu",,5,5,5,5,5,5,,,
Tue Feb 12 2019, Account Executive,"Toronto, ON",Current Employee ,Highly Recommended,0,"Career growth and acceleration; Continuous learning opportunities
","As the company continues to get bigger, there is an increasing amount of internal process that is required and can sometimes serve to slow things down
Helpfu",,5,4,5,5,4,4,Recommends,Positive Outlook,Approves of CEO
Sun Feb 10 2019,Anonymous,,Current Employee ,Good spot,1,"Great people
Challenging problems
Lots of chance for impact
","Questionable upper management, recent changes not awesome
Helpful (1",,4,,,,,,,,
Sun Jan 27 2019, Worker,"Burlington, ON",Current Employee ,Good Company,0,"Good company with fair compensation and work hours
","Requires a lot of creativity and initiative
Advice to Management
hire full time
Helpfu","hire full time
Helpfu",5,5,5,5,5,5,Recommends,,
Thu Dec 13 2018, Sales Associate,"Toronto, ON",Former Employee ,Great experience,1,"Interesting projects, okay salary, difficult clients
","Political, not meritocracy, but overall okay
Helpful (1",,5,3,4,3,3,,Recommends,Negative Outlook,No Opinion of CEO
Fri Dec 14 2018,Anonymous,,Former Employee ,I was an employee at google for 1 year,0,"Great company, huge potential, highly recommended
","I do not have any cons for working, they're a bit leftist but thats fine
Helpfu",,5,3,,,,,,,
Fri Dec 28 2018,Anonymous,,Former Employee ,Great place to work,0,"Team work, compensation, on-going training
","Hours, travels, performance a little too data driven
Helpfu",,4,2,4,3,5,2,Recommends,Positive Outlook,No Opinion of CEO
Thu Dec 06 2018,Anonymous,,Former Employee ,Software Developer,0,"Great company! Amazing perks here and amazing people. I moved onto greener pastures, but if you can get in, it is life changing.
","You need to go to work
Helpfu",,5,5,5,5,5,5,,,
Wed Dec 05 2018,Anonymous,,Current Employee ,Great,0,"Great place to work at
","No cons because great place to work at
Helpfu",,5,,,,,,,,
Tue Dec 04 2018, Entrepreneur,,Current Employee ,Entrepreneur,0,"Good stuff always. Flexible working hours. Tax rebate, learning om the job, expands your mind.
","To be sincere, i dont see a con. Well let me say its different from just building stuff. It also xrequires people skills.
",,5,5,,,,,Recommends,,
Thu Dec 06 2018, Marketing Manager,"Toronto, ON",Former Employee ,Great company to work for,0,#NAME?,"High competition Hard to move up
",,4,4,5,4,5,4,Recommends,Positive Outlook,Approves of CEO
Mon Nov 05 2018, Business Analyst,"Toronto, ON",Current Employee ,Great Company but Has Issues,1,#NAME?,"- The stereotypical issues of tech giants totally apply here - Management seems to blurt out scandal after scandal - Stock isn't performing as well as competition
",,4,3,4,5,4,2,Recommends,Positive Outlook,Disapproves of CEO
Thu Oct 18 2018,Anonymous,,Current Employee ,Great place to work,0,"Challenging
Pushes you to do your best
","Makes you want to work all the time
Helpfu",,5,4,4,4,5,,Recommends,Positive Outlook,Approves of CEO
Fri Oct 26 2018,N/A,"Toronto, ON","Software Developer in Toronto, ON",Good company,0,"You get the chance to work with Great people
","Sometimes you can’t handle the stress
Helpfu",,4,1,4,4,5,4,Recommends,Neutral Outlook,No Opinion of CEO
Thu Dec 06 2018, Marketing Manager,"Toronto, ON",Former Employee ,Great company to work for,0,#NAME?,"High competition 
Hard to move up
Advice to Management
none
Helpfu","none
Helpfu",4,4,5,4,5,4,Recommends,Positive Outlook,Approves of CEO
Mon Nov 05 2018, Business Analyst,"Toronto, ON",Current Employee ,Great Company but Has Issues,1,#NAME?,"- The stereotypical issues of tech giants totally apply here
- Management seems to blurt out scandal after scandal
- Stock isn't performing as well as competition
Advice to Management
Need to be more transparent with employees and public
Helpful (1","Need to be more transparent with employees and public
",4,3,4,5,4,2,Recommends,Positive Outlook,Disapproves of CEO
Tue Sep 25 2018,Anonymous,,Current Employee ,amazing,0,"Pays you very well and you get to learn a lot.
","There are simply no cons in Google
Helpfu",,5,,,,,,,,
Wed Sep 05 2018,Anonymous,,Current Employee ,Software engineer,0,"Great pay great work, and great benefits
","Can be slow at times because it is beaucratic
Helpfu",,5,5,4,5,5,4,Recommends,Positive Outlook,No Opinion of CEO
Sat Sep 01 2018, Data,"Toronto, ON",Current Employee ,Great tool of communication.,1,"Useful for positive communication with users.
","Used for abusive communication against users.
Advice to Management
Benevolence is the key word. No user is 100 percent pure of thought. Don't pray on people's negative thought only to destroy them. Remember, you are not perfect either. Don't do onto others what you wouldn't like others do onto you. Keep the negative contents of your head within. Stop.
Helpful (1","Benevolence is the key word. No user is 100 percent pure of thought. Don't pray on people's negative thought only to destroy them. Remember, you are not perfect either. Don't do onto others what you wouldn't like others do onto you. Keep the negative contents of your head within. Stop.
",5,1,1,5,1,1,Recommends,Positive Outlook,No Opinion of CEO
Sun Jul 29 2018,N/A,"Yellowstone, AB","Software Engineer in Yellowstone, AB",GOOGLE,0,"Excellent working environment and work life balance. Brilliant people.
","None. Very good. Cool. Such salary such wow.
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Jul 14 2018,N/A,, ,Security ANalyst,0,"Perfect Services and environement , well-maintained
","No cons at all
Helpfu",,5,,,,,,,,
Wed Jul 04 2018,Anonymous,,Former Employee ,Software engineer,0,"a very good place to work on interesting projects
","everything was cool. nothing to declare
Helpfu",,5,,,,,,Recommends,,
Mon Jun 11 2018,Anonymous,,Current Employee ,Great company to work for,0,#NAME?,#NAME?,,5,,,,,,,,
Mon Apr 09 2018, Sales,"Toronto, ON",Current Employee ,Sales,3,"An amazing company that invests in its people more than any place I've ever worked. Principled leadership and brilliant people.
","There can be a lot of bureaucracy, inefficiency and swirl. Some of this is due to the company growing very quickly and not completely figuring out its processes and some of it is intentional (by the time they figure it out the business has changed).
",,5,5,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Mar 31 2018,N/A,, ,Great,0,"nice pay and many benifits
","not much to list here
Helpfu",,5,,,,,,,,
Mon Mar 12 2018,Anonymous,N/A,Former Employee ,Good,0,"Was a great company, good food and people
","Feels like nowhere else to go
Helpfu",,5,,,,,,,,
Mon Apr 09 2018, Sales,"Toronto, ON",Current Employee ,Sales,3,"An amazing company that invests in its people more than any place I've ever worked. Principled leadership and brilliant people.
","There can be a lot of bureaucracy, inefficiency and swirl. Some of this is due to the company growing very quickly and not completely figuring out its processes and some of it is intentional (by the time they figure it out the business has changed).
Advice to Management
Trust in your smart employees to do the right thing and empower them to make more decisions. They won't let you down and you'll be more nimble.
Helpful (3","Trust in your smart employees to do the right thing and empower them to make more decisions. They won't let you down and you'll be more nimble.
",5,5,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Sun Mar 11 2018,N/A,, ,Top company out there,0,"always on innovate new things
","Have not being able to find a con yet
Advice to Management
Employee and customer feedback is very important
Helpfu","Employee and customer feedback is very important
Helpfu",5,5,4,4,3,2,Recommends,Positive Outlook,Approves of CEO
Tue Feb 27 2018,N/A,N/A, ,A great company,0,"Very good treatment of employees.
","None so far. Great company!
Helpfu",,5,,,,,,,,
Mon Feb 12 2018,Anonymous,,Former Employee ,Amazing,0,"Best experience I ever had
","I do not have any real complaints
Helpfu",,5,5,5,5,5,5,Recommends,Neutral Outlook,No Opinion of CEO
Tue Jan 23 2018,Anonymous,,Former Employee ,Very rewarding great staff and community,0,"Great co workers Fun environment They care about you Great management
","Your office space can be too small
",,5,,,,,,,,
Sun Jan 21 2018,N/A,N/A, ,A company review of Google,0,"It was a great company
","I do not have any cons
Helpfu",,5,,,,,,,,
Fri Feb 02 2018,Anonymous,,Former Employee ,Account sales,0,"Good growth opportunities, not a lot of sales pressure. Team was excellent
","Little more flexibility in the work timings would have been nice.
",,4,4,4,4,4,4,Recommends,Positive Outlook,No Opinion of CEO
Sat Jan 06 2018,N/A,, ,Software Eng,0,#NAME?,"- Lack of structure can be daunting. You could be working on a project for a year then suddenly it would get scratched. - Very little opportunity for promotion .
",,4,5,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Dec 29 2017,N/A,, ,Good company to work for,0,"Very good company culture
","Working hours can be harsh
Helpfu",,4,,,,,,,,
Wed Dec 20 2017,Anonymous,,Former Employee ,None,0,"Fast paced and easy to get along with everyone
","Management can at times be demanding
Helpfu",,4,4,4,4,4,4,Recommends,Positive Outlook,Approves of CEO
Fri Dec 01 2017,N/A,, ,intern,1,"very good benefits but smart people everywhere
","I need to work hard to catch up
Helpful (1",,5,5,5,5,5,5,Recommends,,Approves of CEO
Fri Feb 02 2018,Anonymous,,Former Employee ,Account sales,0,"Good growth opportunities, not a lot of sales pressure. Team was excellent
","Little more flexibility in the work timings would have been nice.
Advice to Management
None
Helpfu","None
Helpfu",4,4,4,4,4,4,Recommends,Positive Outlook,No Opinion of CEO
Sat Jan 06 2018,N/A,, ,Software Eng,0,#NAME?,"- Lack of structure can be daunting. You could be working on a project for a year then suddenly it would get scratched.
- Very little opportunity for promotion .
Helpfu",,4,5,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Wed Nov 29 2017,N/A,, ,Software Engineer,1,"good salary and benefit
nice culture
","no cons
Helpful (1",,5,5,,,,,,,
Tue Nov 28 2017,N/A,, ,Spectacular,1,"Very flexible, friendly, high salary
","Huge workload, lots of deadlines
Helpful (1",,5,5,5,5,5,5,,,
Fri Dec 08 2017, Software Engineer,"Toronto, ON",Former Employee ,Great work environment,1,"All necessities for working were provided. The people who designed the infrastructure, seriously have productivity in mind, but also have kept in mind the needs of the people. Coffee was available at any part of the building through little snack bars. A game center, perfect for when you need a break, but also a gym which most people tend to not use but is there if you wish.
","Not much space for improvement
Helpful (1",,4,5,5,4,4,4,Recommends,Positive Outlook,Approves of CEO
Thu Nov 23 2017,Anonymous,,Former Employee ,good place,1,"good food and challenging environment
","very competitive, gorwth path can take year to fully develop, very linear,
Helpful (1",,5,,,,,,,,
Wed Nov 15 2017,N/A,, ,Great company,1,"Great company with lots of opportunity for growth
","Some people might find it too large of a company
Helpful (1",,5,,,,,,,,
Sun Nov 12 2017, Software Engineer,"Toronto, ON",Former Employee ,Google Work Experience,1,"Great salary and good benefits.
","There are no cons to working at google.
Helpful (1",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Nov 06 2017,Anonymous,,Current Employee ,Awesome Place to Work,1,"Salary and perks, work environment and scale of projects
","Ultra competitive. Some managers are too comfortable, lazy and take it for granted.
Helpful (1",,5,5,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Nov 16 2017,N/A,, ,student intern,1,"great company environment to work at
","busy work environment and also competitive
Helpful (1",,4,4,4,4,4,4,Recommends,Neutral Outlook,No Opinion of CEO
Wed Nov 01 2017,Anonymous,,Current Employee ,Software egineer,1,"Wonderful place to work, even for newcomers.
","Must put all the efforts in all tasks
",,5,4,4,4,4,4,Recommends,Positive Outlook,Approves of CEO
Mon Oct 16 2017,Anonymous,,Former Employee ,good place to work,2,"flexible working time space for creatives competitive salary good reputation
","long time working time high pressure office politics high revenue pressure high peer pressure
",,5,3,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Oct 16 2017,Anonymous,,Former Employee ,good place to work,2,"flexible working time
space for creatives
competitive salary
good reputation
","long time working time
high pressure
office politics
high revenue pressure
high peer pressure
Helpful (2",,5,3,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Oct 06 2017,Anonymous,,Current Employee ,Overall Very Good,2,"There are a lot of smart people and a lot of perks.
","Sometimes I do not have anything to work on.
Helpful (2",,5,5,3,5,4,,Recommends,Positive Outlook,Approves of CEO
Wed Oct 25 2017, Senior Consultant,"Toronto, ON",Former Employee ,Analyst,1,,"ltant in Toronto, ON
Recommends
Positive Outlook
Approves of CEO
I worked at Google part-time
Pros
Good co to work with
Cons
None No issues to report
Advice to Management
Keep up the good work
Helpful (1","Keep up the good work
",4,4,5,4,4,4,Recommends,Positive Outlook,Approves of CEO
Sat Oct 07 2017,Anonymous,,Former Employee ,Software Engineer,1,"Great projects to work on.
","Slow paced projects make work seem long at times.
Helpful (1",,5,4,5,5,4,4,Recommends,Positive Outlook,Approves of CEO
Wed Oct 04 2017,Anonymous,,Former Employee ,Analyst,1,"Great coming to work for
","Not a good ok as C rgo shrsty your career
Helpful (1",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Oct 02 2017,Anonymous,,Former Employee ,FullStack Developer,1,"Nice Company, very very nice
","nothing at all, great company
Helpful (1",,5,5,5,5,5,5,Recommends,,Approves of CEO
Thu Sep 28 2017,N/A,, ,nice company,1,"good company for new grads
","bad food for ppl in company
",,5,5,5,4,4,4,,,
Wed Sep 13 2017, Senior Account Manager,"Toronto, ON",Current Employee ,Sr. Account Manager,3,"Great place to work. They take real good care of employees.
","Small office. Lesser career move opportunities.
Helpful (3",,5,3,5,1,5,3,Recommends,Positive Outlook,Approves of CEO
Mon Sep 04 2017,Anonymous,,Current Employee ,Brand Ambassador,0,#NAME?,#NAME?,,5,5,5,5,4,5,,,
Thu Aug 10 2017, Software Developer,"Toronto, ON",Current Employee ,Software Developer,0,"Awesome Place to Work within.
","To be honest I found None.
",,5,4,4,3,5,4,Recommends,Neutral Outlook,No Opinion of CEO
Thu Aug 24 2017,Anonymous,,Current Employee ,Pretty good,0,"There are many pros to working at google. Office environment work life.
","Lots of work and lots of smart people to make you feel dumb
Helpfu",,3,,,,,,,,
Thu Aug 10 2017, Software Developer,"Toronto, ON",Current Employee ,Software Developer,0,"Awesome Place to Work within.
","To be honest I found None.
Advice to Management
You are already doing great, lets do even better.
Helpfu","You are already doing great, lets do even better.
Helpfu",5,4,4,3,5,4,Recommends,Neutral Outlook,No Opinion of CEO
Sat Aug 19 2017,Anonymous,N/A,Former Employee ,Product Manager,0,"Transparent, talented team, good perks
","Disorganized product management procedures. Office politics
Helpfu",,4,2,4,5,5,3,Recommends,Positive Outlook,Approves of CEO
Tue Aug 01 2017, Senior Software Engineer,"Montreal, QC",Current Employee ,Hands-down best company to work for,0,"- Amazing coworkers (super-smart, super-smart, and super-interesting)
- Really interesting technical challenges
- Working on products that impact billions of users around the world
- Great salaries
- Great benefits
- Who doesn't want to say they work for Google? ;)
","- More limited room for growth and project availability in satellite offices, especially if they're on the smaller side. But this is likely an issue in any distributed company.
Advice to Management
Stay Googley!
Helpfu","Stay Googley!
Helpfu",5,5,5,5,4,,Recommends,Positive Outlook,Approves of CEO
Sat Jul 29 2017,Anonymous,,Former Employee ,Sales engineer,0,"Fun to be working here
","None I can think of
",,5,3,4,5,5,4,Recommends,Positive Outlook,Approves of CEO
Sat Jul 08 2017,Anonymous,,Former Employee ,Google Great,0,"I really liked working there.
","It has very long working hours
Helpfu",,5,,,,,,,,
Mon Jul 17 2017,Anonymous,N/A,Former Employee ,Great,0,"Nice experience for a field work
","Contract based and under an agency
Helpfu",,4,,,,,,,,
Sun Jun 25 2017,N/A,, ,Great company,0,"Innovation company that likes to hire smart people all the time and continuous growth. I reallly enjoy it's working st the company every day
","Not much to say about cons
",,5,,,,,,,,
Thu Jun 29 2017, Senior Sales Engineer,"Ottawa, ON",Former Employee ,Great Place to Work...Most of the Time,1,"Fantastic work environment for staff at various main offices, great people, great pay, amazing benefits, always on the leading edge of just about everything
","Way to much travel, lots of HR overhead, 20% time is really 120%
",,4,2,4,5,5,4,Recommends,Positive Outlook,Approves of CEO
Thu Jun 01 2017,N/A,, ,Great,0,"very very intellectual setting. great benefits
","there are none except complex work and OT.
Helpfu",,5,,,,,,,,
Thu May 25 2017,N/A,, ,Best Place To Work,0,"Interesting exposure to business, clients and problems. Amazing culture that enables a better lifestyle.
","You need to say 'no', work/life balance can be challenging
",,5,4,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Wed May 31 2017, Strategic Account Manager,"Toronto, ON",Current Employee ,Great place to work,0,#NAME?,#NAME?,,4,3,5,4,4,5,Recommends,Positive Outlook,Approves of CEO
Sun Jun 25 2017,N/A,, ,Great company,0,"Innovation company that likes to hire smart people all the time and continuous growth. I reallly enjoy it's working st the company every day
","Not much to say about cons
Helpfu",,5,,,,,,,,
Thu Jun 29 2017, Senior Sales Engineer,"Ottawa, ON",Former Employee ,Great Place to Work...Most of the Time,1,"Fantastic work environment for staff at various main offices, great people, great pay, amazing benefits, always on the leading edge of just about everything
","Way to much travel, lots of HR overhead, 20% time is really 120%
Advice to Management
You appear to have a winning recipe. Unfortunately, over time, the ""Don't be evil"" motto has morphed into ""Don't be evil most of the time"". Moving back to that a little more would probably help in the long run.
Helpful (1","You appear to have a winning recipe. Unfortunately, over time, the ""Don't be evil"" motto has morphed into ""Don't be evil most of the time"". Moving back to that a little more would probably help in the long run.
",4,2,4,5,5,4,Recommends,Positive Outlook,Approves of CEO
Thu May 25 2017,N/A,, ,Best Place To Work,0,"Interesting exposure to business, clients and problems.
Amazing culture that enables a better lifestyle.
","You need to say 'no', work/life balance can be challenging
Helpfu",,5,4,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Wed May 31 2017, Strategic Account Manager,"Toronto, ON",Current Employee ,Great place to work,0,#NAME?,#NAME?,"Continue expanding personal development opportunities and help current employees fill vacancies
Helpfu",4,3,5,4,4,5,Recommends,Positive Outlook,Approves of CEO
Fri May 19 2017,N/A,, ,Review,0,"Great place to work and good pay, great environment
","Difficult work that has hard work to life balance
Advice to Management
Some advice to management would be to add more benefits to employees
Helpfu","Some advice to management would be to add more benefits to employees
Helpfu",3,3,3,3,3,3,Recommends,Neutral Outlook,No Opinion of CEO
Thu Feb 02 2017,Anonymous,,Former Employee ,Great place to work,0,"Really good company culture, encouraged lots of collaboration and learning. Set up so people would actually get work down.
","Sometimes work life balance is a struggle, since it feels like you are expected to spend a lot of your day at the office
",,5,,,,,,,,
Wed Jan 25 2017, Account Executive,"Toronto, ON",Current Employee ,Great place to work,0,"Perks, people, work life balance, great pay, travel to good places, challenging work, learning opportunities, entrepreneurial. Really awesome place to work.
","Little opportunity for career growth, experience is definitely dependent on team, manager and org. Growth is king, if you're not in a growth org it's hard to stay motivated.
",,5,5,5,2,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Jan 31 2017,N/A,, ,Software Engineer,0,"Free food, facilities, excellent work environment
","the work is of insignificant impact to the company
Helpfu",,4,,,,,,,,
Mon Jan 16 2017,N/A,, ,Software developer intern,0,"A great company to work for, right from the bat you hit the ground running and start to get your hand dirty in meanigful dev projects
","The work life balance is not to great, expect to do a lot of over time which can be the major pitfall
",,4,2,3,4,4,3,,,
Fri Dec 30 2016,Anonymous,,Former Employee ,Software Engineer,0,#NAME?,"The management can be vague at times regarding their requirements. It is not clear what is asked for, especially from project managers. There could be more collaborative efforts early on before evaluations.
",,4,5,3,4,5,4,Recommends,Neutral Outlook,No Opinion of CEO
Mon Nov 21 2016, Senior Swe,,Current Employee ,Senior SWE,0,"every thing is good! work/life/city every thing.
","nothing really. Maybe just being a remote office has its own issues.
Helpfu",,5,5,5,5,5,5,,,
Wed Nov 23 2016,Anonymous,"Toronto, ON",Current Employee ,Sales office deviates from core Google culture,4,#NAME?,"- really competitive and extremely political - the best people don't necessarily get ahead and some people get ahead doing things outside of their jobs, without doing their actual jobs - work life balance is hard
",,3,2,2,4,5,2,Recommends,Positive Outlook,Approves of CEO
Thu Nov 10 2016,N/A,, ,AWESOME,0,"Every day brings new learning, skills, and experience
","Pay may use some adjusting :)
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Nov 03 2016,Anonymous,,Current Employee ,"Fun, challenging chaos",0,"Work-life balance; nice office space; great peers; great compensation; wide-open access to tons of interesting things, even if what you are working on isn't at the moment exciting.
","Constant shifting priorities, projects, organization structure -- but this is also an opportunity and the company isn't afraid to kill good ideas that have gone badly.
",,5,5,5,3,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Jan 25 2017, Account Executive,"Toronto, ON",Current Employee ,Great place to work,0,"Perks, people, work life balance, great pay, travel to good places, challenging work, learning opportunities, entrepreneurial. Really awesome place to work.
","Little opportunity for career growth, experience is definitely dependent on team, manager and org. Growth is king, if you're not in a growth org it's hard to stay motivated.
Helpfu",,5,5,5,2,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Jan 16 2017,N/A,, ,Software developer intern,0,"A great company to work for, right from the bat you hit the ground running and start to get your hand dirty in meanigful dev projects
","The work life balance is not to great, expect to do a lot of over time which can be the major pitfall
Helpfu",,4,2,3,4,4,3,,,
Fri Dec 30 2016,Anonymous,,Former Employee ,Software Engineer,0,#NAME?,"The management can be vague at times regarding their requirements. It is not clear what is asked for, especially from project managers. There could be more collaborative efforts early on before evaluations.
Advice to Management
Keep the company growing in new areas where people are needed, without cutting down on older departments where knowledgeable staff have great value added. The newer generation knows the new tools, but the older generation is still learning too.
Helpfu","Keep the company growing in new areas where people are needed, without cutting down on older departments where knowledgeable staff have great value added. The newer generation knows the new tools, but the older generation is still learning too.
Helpfu",4,5,3,4,5,4,Recommends,Neutral Outlook,No Opinion of CEO
Wed Nov 23 2016,Anonymous,"Toronto, ON",Current Employee ,Sales office deviates from core Google culture,4,#NAME?,"- really competitive and extremely political
- the best people don't necessarily get ahead and some people get ahead doing things outside of their jobs, without doing their actual jobs
- work life balance is hard
Advice to Management
be more accepting of employees working from home occasionally
Helpful (4","be more accepting of employees working from home occasionally
",3,2,2,4,5,2,Recommends,Positive Outlook,Approves of CEO
Thu Nov 10 2016,N/A,, ,AWESOME,0,"Every day brings new learning, skills, and experience
","Pay may use some adjusting :)
Advice to Management
Keep on doing what you're doing :)
Helpfu","Keep on doing what you're doing :)
Helpfu",5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Nov 03 2016,Anonymous,,Current Employee ,"Fun, challenging chaos",0,"Work-life balance; nice office space; great peers; great compensation; wide-open access to tons of interesting things, even if what you are working on isn't at the moment exciting.
","Constant shifting priorities, projects, organization structure -- but this is also an opportunity and the company isn't afraid to kill good ideas that have gone badly.
Helpfu",,5,5,5,3,5,4,Recommends,Positive Outlook,Approves of CEO
Fri Sep 16 2016, Software Engineer,"Toronto, ON",Current Employee ,Great place to work. Go Google!,4,"I really like Google. It's a place where you get a chance to stretch yourself to full capacity. You work with extremely smart people.
","Don't really have a lot of cons to add here. Company vision of ""making the world a better place"" can be a bit corny at times but perhaps that is because I watch too much Silicon Valley :)
Advice to Management
Keep doing what you do. Hire the best engineers, and give them enough autonomy and space to create value.
Helpful (4","Keep doing what you do. Hire the best engineers, and give them enough autonomy and space to create value.
",5,4,5,5,4,3,Recommends,Positive Outlook,Approves of CEO
Thu Sep 29 2016, Software Engineer II,,Current Employee ,Software Engineer,0,"Absolutely great environment to work. Fantastic team mates. An environment that is conducive to growth and curiosity. Encouragement and support from all directions.
","None than I can think of.
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Sep 24 2016,N/A,"Vancouver, BC","Technical Program Manager in Vancouver, BC",Software Engineer Intern,0,"The projects are Challenging...and great Environment & Food,
","Very expensive housing in the mountain view area
Helpfu",,5,4,5,5,5,5,Recommends,,
Sun Sep 11 2016, Developer,"Waterloo, ON",Current Employee ,Developer,1,"Challenging workplace that keeps you sharp. Inspiring environment to get/keep your creative juices flowing. A great culture that works best as a cohesive unit, rather than individuals.
","The office is always low on coffee (makes sense). Communication between management outside of the office is rarely a challenge.* More lunch on Friday's.
",,5,5,5,5,5,5,No Opinion of CEO,,
Wed Aug 17 2016,Anonymous,,Former Employee ,Great Gig,4,"Best environment for fostering creativity. Allowed for good team bonding and stent strategic partnerships amongst colleagues. Overall a great experience. Highly recommend.
","Lots of over time work. Expected to delivery projects on short time lines. Lots of ideas going on at one time. Management focused on results at times vs. Process or accuracy.
",,5,5,5,5,5,5,Recommends,Positive Outlook,No Opinion of CEO
Mon Aug 15 2016,Anonymous,,Current Employee ,Great place to work!,0,"Great culture, benefits and coworkers. If you like working with challenging technical problems I can't think of a better place than Google.
","Long commute for those who live in the GTA and cannot/will not relocate to KW area.
",,5,5,5,5,5,5,,,
Wed Jul 13 2016,N/A,, ,Software Engineer Intern,1,"Great work environment. Smart people. Everyone is passionate.
","You're part of something way bigger than yourself. Don't really feel like you're making a huge change.
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Jul 21 2016, Account Strategist,"Toronto, ON",Former Employee ,"Great benefits, but job is unsatisfying",4,"Typical of tech firms: great perks that you not gonna get to use much anyway (gym, ping pong, snack...)
","I can only speak for the team I'm with though (Customer Experience): the biggest cons is probably that they over hire while tasking people with very specific job so that at the end of day, you are not learning anything; and yet because of the great perks and depreciation of your skills (since you're not learning much compared to the similar young guys/gals at more nimble firms), you are reluctant to or cannot move anywhere. Think of the frog in the boiling pot tale. Politics is big big as well (more than the company wiling to acknowledge)
",,3,3,3,1,3,2,Approves of CEO,,
Sat Jul 09 2016,N/A,"Nanaimo, BC","Volunteer in Nanaimo, BC",Great,0,"Good volunteer opportunities for a young person
","Repetitive work delivering water, trash bags
",,5,5,5,5,5,5,Recommends,Neutral Outlook,
Thu May 12 2016,Anonymous,,Former Employee ,Amazing workplace,2,"Just like what you probably saw on TV/YouTube, the work environment is laid back and you get to work with so many smart and hard-working co-workers. Free breakfast/lunch/dinner are awesome of course!
","I really didn't have much to complain about working at Google. If you want the best perks (food, gym, other goodies), you might want to join MTV headquarters.
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sun Sep 11 2016, Developer,"Waterloo, ON",Current Employee ,Developer,1,"Challenging workplace that keeps you sharp. 
Inspiring environment to get/keep your creative juices flowing.
A great culture that works best as a cohesive unit, rather than individuals.
","The office is always low on coffee (makes sense).
Communication between management outside of the office is rarely a challenge.*
More lunch on Friday's.
Advice to Management
Never stop communicating.
Helpful (1","Never stop communicating.
",5,5,5,5,5,5,No Opinion of CEO,,
Wed Aug 17 2016,Anonymous,,Former Employee ,Great Gig,4,"Best environment for fostering creativity. Allowed for good team bonding and stent strategic partnerships amongst colleagues. Overall a great experience. Highly recommend.
","Lots of over time work. Expected to delivery projects on short time lines. Lots of ideas going on at one time. Management focused on results at times vs. Process or accuracy.
Advice to Management
Keep doing what your are doing and listen to the front line workers more often. Many good ideas will come from those who gave the problems head on. I think they will continue to grow and succeed.
Helpful (4","Keep doing what your are doing and listen to the front line workers more often. Many good ideas will come from those who gave the problems head on. I think they will continue to grow and succeed.
",5,5,5,5,5,5,Recommends,Positive Outlook,No Opinion of CEO
Mon Aug 15 2016,Anonymous,,Current Employee ,Great place to work!,0,"Great culture, benefits and coworkers. If you like working with challenging technical problems I can't think of a better place than Google.
","Long commute for those who live in the GTA and cannot/will not relocate to KW area.
Helpfu",,5,5,5,5,5,5,,,
