date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Tue Feb 02 2021, Associate,"Toronto, ON",Current Employee ,Hard work,0,"Great place to work at the moment
","Long hours, hard work, pay could be better
Helpfu",,4,2,3,3,4,4,Recommends,Positive Outlook,No Opinion of CEO
Wed Feb 03 2021, Warehouse Associate,"Milton, ON",Current Employee ,Great Place to Work,0,"Benefit in Kind Opportunity for Time off
","Physically Demanding Some Managers can be unreasonably insensitive to mental state of associates.
",,4,3,5,5,4,3,Recommends,Positive Outlook,Approves of CEO
Mon Feb 01 2021, Warehouse Fullfilment Associate,"Toronto, ON",Current Employee ,n/a,0,"Good growth in the company and good benefits.
","A lot of physical work, which can actually make you tired.
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Feb 01 2021, Software Development Engineer,"Toronto, ON",Current Employee ,Great,0,"Great environment, amazing compensation package
","Lots of hours and overtime may be required
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Wed Feb 03 2021, Warehouse Associate,"Milton, ON",Current Employee ,Great Place to Work,0,"Benefit in Kind 

Opportunity for Time off
","Physically Demanding

Some Managers can be unreasonably insensitive to mental state of associates.
Advice to Management
Management should do more to consider harnessing the experience of Associates as most of them are professionals who found themselves doing a warehouse job. There are statisticians, IT, programmers, data analysists etc among them
Helpfu","Management should do more to consider harnessing the experience of Associates as most of them are professionals who found themselves doing a warehouse job. There are statisticians, IT, programmers, data analysists etc among them
Helpfu",4,3,5,5,4,3,Recommends,Positive Outlook,Approves of CEO
Tue Feb 02 2021, Picker,,Current Employee ,Nothing,0,"Good job near by my home
","Nothing it is great for you
Helpfu",,5,4,2,4,2,3,,,
Tue Feb 02 2021, Senior Marketing Manager,"Toronto, ON",Former Employee ,good place to work,0,"the company offers stock options
","keeps you busy in meetings and writing docs
Helpfu",,4,2,2,3,4,4,Recommends,Positive Outlook,No Opinion of CEO
Mon Feb 01 2021, Software Development Engineer (SDE) I,"Toronto, ON",Former Employee ,A lot of things to learn,0,"You can use AWS in your product with an amazing discount as an internal user. The teammates are strong. They are your backbone to trust as a team.
","You are expected to produce 3X with 2X salary. But who doesn't like to be a 10X engineer?
Helpfu",,5,4,5,5,5,4,Recommends,Positive Outlook,Approves of CEO
Sun Jan 31 2021, Software Engineer,,Current Employee ,Great place to work,0,"Good people and great benefits.
","Competitive, not a lot of opportunity to grow.
Helpfu",,5,,,,,,,,
Sun Jan 31 2021, Process Associate,,Current Employee ,Good and bad,0,"benefits, people you work with
","long long and exhausting hours
Helpfu",,5,,,,,,,,
Sat Jan 30 2021, Software Engineer,"Toronto, ON",Current Employee ,Great work culture and challenging problems,0,"tons of opportunity to learn and grow, very competitive pay
","Oncall is really hard and can be stresfull
",,5,2,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Jan 28 2021, Associate,"Toronto, ON",Current Employee ,General Review,0,"the benifits apply for all employees equally
","It depends on managemnt you are belong to, some of them wonderful and some sucks
",,4,3,3,3,4,3,Recommends,Neutral Outlook,No Opinion of CEO
Fri Jan 29 2021, Software Development Engineer (SDE),"Toronto, ON",Current Employee ,sde review,0,"big name top company good salary for newgrad
","large workload high pressure too much challenage
Helpfu",,4,4,,,,,Recommends,Positive Outlook,Approves of CEO
Thu Jan 28 2021, Senior Program Manager,"Vancouver, BC",Current Employee ,Great Company,0,"Good Salary, good Benefits and the workload is manageable without extra time.
","Long recruitment process can be daunting Heavy process overall
",,5,4,4,3,4,5,Recommends,Positive Outlook,Approves of CEO
Thu Jan 28 2021, Warehouse Process Guide,,Current Employee ,-,0,"pays good, get regular hours
","too much standing, have to work weekends
Helpfu",,4,,,,,,,,
Thu Jan 28 2021, Associate,"Toronto, ON",Current Employee ,General Review,0,"the benifits apply for all employees equally
","It depends on managemnt you are belong to, some of them wonderful and some sucks
Advice to Management
Seriously listening to associate
Helpfu","Seriously listening to associate
Helpfu",4,3,3,3,4,3,Recommends,Neutral Outlook,No Opinion of CEO
Thu Jan 28 2021, Senior Program Manager,"Vancouver, BC",Current Employee ,Great Company,0,"Good Salary, good Benefits and the workload is manageable without extra time.
","Long recruitment process can be daunting
Heavy process overall
Advice to Management
Keep it up
Helpfu","Keep it up
Helpfu",5,4,4,3,4,5,Recommends,Positive Outlook,Approves of CEO
Thu Feb 11 2021, Senior Marketing Manager,"Toronto, ON",Former Employee ,A start-up mentality and perpetual growth,0,"The company is incredibly innovative and as lose to a silicon valley experience as you can get in Canada.
","Poor work life balance, too much of a reliance on shares (RSUs) for your compensation, non-competitive vacation, sick days come out of paid time off days, minimal health benefit package.
Advice to Management
Work on alleviating employee work life balance concerns
Helpfu","Work on alleviating employee work life balance concerns
Helpfu",3,1,4,4,3,4,Recommends,Positive Outlook,Approves of CEO
Wed Jan 27 2021, Area Manager Intern,"Brampton, ON",Former Employee ,Area Manager Amazon,0,"Work/life balance is not good
","the Pay is really good
Helpfu",,5,2,5,5,5,5,Approves of CEO,,
Wed Feb 10 2021, Software Development Engineer (SDE) II,"Toronto, ON",Current Employee ,Review after working 3 years.,1,"Good compensation. Occasionally good work.
","Bad Management. No one including HR seems to care about SDEs. You can't trust most of your teammates. Back stabbing is rampant.
",,2,3,2,5,3,5,,,
Wed Jan 27 2021, Technical Recruiter,"Vancouver, BC",Current Employee ,"Great company, smart people",0,"Flexible schedule, good management, meaningful work
","A lot of ambiguity, not the best vacation plan
Helpfu",,4,3,4,5,3,3,Recommends,Positive Outlook,Approves of CEO
Wed Jan 27 2021, Technical Recruiter II,"Vancouver, BC",Current Employee ,Good growth opportunities,0,"Very metrics drive environment. Good benefits.
","Growth depends a lot on your manager
Helpfu",,4,,,,,,,,
Wed Feb 10 2021, Stower,,Former Employee ,Good,0,"Good income with benefit and security
","Hard job, long working hours
Helpfu",,3,,,,,,,,
Mon Jan 25 2021, Lead Development Representative,"Toronto, ON",Current Employee ,Amazon Web Services,0,"Competitive salary, great training, tons of opportunity to move internal
","Lots of work, tough to balanced work/life
Helpfu",,5,3,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Jan 25 2021, Operations Manager,"Vancouver, BC",Current Employee ,Operations Manager,0,"Very supporting and Mechanism driven
","Challenging Environment, Call for Solid efforts
Helpfu",,5,,,,,,,,
Mon Jan 25 2021, Fulfillment Associate,"Calgary, AB",Former Employee ,Wonderful place to work,0,"The company has an excellent and functional system
","Could be stressful and overwhelming sometimes
Helpfu",,4,4,5,5,5,4,Recommends,,Approves of CEO
Sun Jan 24 2021, Customer Service Representative,"Pitt Meadows, BC",Current Employee ,amazing company,0,"i got lots of benefit over there
","its really too far from my place
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Jan 25 2021, Software Development Engineer (SDE),"Toronto, ON",Former Employee ,Great,0,"Good work environment with great employees
","There is no cons for this job
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Jan 25 2021, Software Development Engineer,"Vancouver, BC",Current Employee ,Good work environment (deoends on the team),0,"Skilled peers, new and big projects
","Operation work is really hard sometimes.
Helpfu",,5,2,5,5,5,5,Recommends,Positive Outlook,No Opinion of CEO
Mon Jan 25 2021, Quality Engineer,,Current Employee ,QQuality Engineer,0,"Best work culture in the AWS unit
","No cons as of now.
Helpfu",,5,,,,,,,,
Tue Feb 09 2021, Warehouse Associate,"Delta, BC",Former Employee ,"Long hours, fast pace",0,"Condensed work week. Employee discount.
","You are on a strict time limit for each item you have to retrieve and scan. Trainers follow you around and critique your performance.
Helpfu",,2,3,2,4,3,2,Doesn't Recommend,,
Sun Jan 24 2021, Warehouse Associate,"Calgary, AB",Current Employee ,Very good work enviornment,0,"Good compensation for the work and skill required.
","Not much downtime and can be physically taxing.
Helpfu",,4,4,4,4,4,4,Recommends,Positive Outlook,Approves of CEO
Mon Jan 25 2021, Associate,"Brampton, ON",Former Employee ,associate,0,"great place to work at
","it gets quite hot sometimes
Helpfu",,4,,,,,,,,
Sun Feb 07 2021, Software Developer,"Toronto, ON",Current Employee ,Not what I dreamed of,0,"It's good money and good perks + nice env
","Too much stress sometime when there is a big project
Helpfu",,3,,,,,,,,
Mon Feb 08 2021, Picker,"Brampton, ON",Former Employee ,I give 2 stars,0,"They give good salary with bonus
","They don’t appreciate to their workers
Helpfu",,2,1,1,1,1,5,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Sat Jan 23 2021, Area Manager,"Mississauga, ON",Former Employee ,Fast paced growth,0,"Steep learning curve
Good pay
Helpful team
","Long hours
Bad work life balance
Helpfu",,4,1,4,4,5,4,,,
Sun Jan 24 2021, Software Development Engineer I,"Vancouver, BC",Current Employee ,Moves Fast,0,"You get to work on cutting edge technology with some of the smartest people in the world. The bar is ridiculously high always, you'll be challenged on a daily basis. The scale you get to work on is hard to match anywhere else. Work varies a lot as teams typically own a wide variety of products. The compensation is competitive, and there are very good internal training resources. Amazing place to start your career running and gain tons of experience in a short time.
","The work pace is not sustainable and everyone knows it. The average developer lasts about 2 years, despite the competitive salary. The churn leads to confusion. Also, because Amazon only hires elite devs, there seems to be an ""expectations inflation"" effect happening; SDE1s are designing and owning projects, while SDE2s seem to be doing system architecture. SDE3s or higher seem to be very rare, and growing into these positions rarely happens.
",,4,2,5,5,5,5,,,
Sun Jan 24 2021, Software Engineer,"Toronto, ON",Current Employee ,SDE review,0,"A lot of opportunity for growth
","Bad work and life balance
Helpfu",,4,,,,,,Recommends,Neutral Outlook,No Opinion of CEO
Sat Feb 06 2021, Warehouse Associate,"Brampton, ON",Former Employee ,Easy to get job,0,"High technology systems
Good time off
","Work is too intense
Working hours are long
Helpfu",,3,,,,,,,,
Sun Feb 07 2021, Warehouse Associate,"Mississauga, ON",Former Employee ,Good,0,"good overtime pay for extra hours
","nothing as such for cons
Helpfu",,3,,,,,,,,
Sat Jan 23 2021, Software Development Engineer (SDE),,Current Employee ,"Good culture, good opportunity",0,"Good culture, good opportunity, nice work environment
","It can be stressful sometimes
Helpfu",,5,5,5,5,5,5,,,
Fri Jan 22 2021, Operations,"Brampton, ON",Current Employee ,Good Company,0,"Good Company to start initially
","Long hours and huge work load
Helpfu",,4,3,4,4,5,4,Recommends,Positive Outlook,Approves of CEO
Sat Jan 23 2021, Software Development Engineer (SDE) II,"Vancouver, BC",Current Employee ,Great place to work,0,"(Usually) interesting problems Really smart coworkers Excellent pay and benefits Flexible Learn a lot Big impact
","Infrastructure/ops work is boring A lot of randomization every week
",,4,4,4,4,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Feb 06 2021, FC Associate I,"Scarborough, ON",Current Employee ,Good,0,"Good pay and benefits. 4days a week.
","Physical job. Night shift. Too much walking
Helpfu",,3,4,3,4,3,4,Recommends,Positive Outlook,Approves of CEO
Fri Feb 05 2021, CS Senior,"High Tor, SK",Former Employee ,Ok,0,"The people I worked with
","The salary and work conditions
Helpfu",,2,,,,,,,,
Sat Jan 23 2021, Software Development Engineer (SDE) II,"Vancouver, BC",Current Employee ,Great place to work,0,"(Usually) interesting problems
Really smart coworkers
Excellent pay and benefits
Flexible
Learn a lot
Big impact
","Infrastructure/ops work is boring
A lot of randomization every week
Helpfu",,4,4,4,4,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Jan 22 2021, Associate,"Scarborough, MB",Current Employee ,satisfied,0,"four days of work and three days off
","A very long working hours
Helpfu",,4,4,5,4,4,5,Recommends,Positive Outlook,Approves of CEO
Fri Jan 22 2021, Software Development Engineer,"Vancouver, BC",Current Employee ,Best Paying But High Expectations,0,"High compensation packages, company culture
","Expectations are too high, you have to work after hours and under pressure
Helpfu",,4,4,4,5,4,5,,,
Fri Jan 22 2021, Fulfillment Associate,"Milton, ON",Former Employee ,Nice Environment,0,#NAME?,"- Long hours (10 hour shifts)
Helpfu",,4,,,,,,,,
Fri Jan 22 2021, Area Manager,"Calgary, AB",Former Employee ,Good for career if you are willing to work hard,0,"Good pay and Benefits provided
","Work you hard and you have to be committed
Helpfu",,4,4,3,4,5,5,Recommends,Positive Outlook,No Opinion of CEO
Wed Jan 20 2021, Logistics Associate,"Toronto, ON",Current Employee ,Great as a temporary side-hustle,0,"It’s a simple job with repeated routine work, but is helpful as it keeps you fit as it is an active job, which gets you exercise daily.
","It is boring if you keep on doing the same task again and again. It could also become tedious work if you get tired.
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Jan 21 2021, Sales Representative,N/A,Former Employee ,Sales,0,"Great company to work for
","Hours were not the best
Helpfu",,5,,,,,,,,
Wed Jan 20 2021, Software Engineer,,Former Employee ,It depends,0,"good compensation and benefits flexible work schedule
","do not agree with the amazon warehouse employee practices not a sustainable/environmentally friendly company
",,4,,,,,,,,
Thu Jan 21 2021, Process Associate,"Bolton, ON",Current Employee ,It is a good place to start work,0,"It gives you plenty time off
","It's stressful during the long hours at work
",,4,3,4,5,3,4,Recommends,Positive Outlook,No Opinion of CEO
Thu Jan 21 2021, Inbound Receiving Process Guide,"Toronto, ON",Current Employee ,Nice place to work when in between jobs,0,"It pays what you work for. Every month you will be entitled to receive some additional compensation based on performance along with your regular payscale, which is kinda nice. The best thing is a 4day working week. The benefits are huge. Almost 150 CAD equivalent discount on every product on the website, so it's a big win there. Work environment wise, its pretty noisy and tiresome. During COVID19, they are trying their best to secure health and it shows.
","You might need to lick some boots to get up in the ladder game. Not judging everyone with the same scale, pretty much that's what the regular scenario is. If you are quite compatible with computers, you might get a Problem Solver position with a similar pay scale as a regular Associate. Some PA's might show you an attitude of an arrogant being who owns everyone, but apart from that most of them are nice. It kinda takes tolls on your body as it's physically quite challenging, to say the least. If it's not busier, they might push you for some unwanted kinds of stuff just to get your hours or even insist you to take voluntary time offs.
",,4,3,4,4,4,4,Recommends,Positive Outlook,
Thu Jan 21 2021, Associate I,"Calgary, AB",Former Employee ,Warehouse Assistant,0,"Good communication, leadership, multiple tasks
","Temporary position they do not recruit from. Term must complete then candidates must apply again.
",,4,4,4,5,1,2,Recommends,Positive Outlook,Approves of CEO
Wed Jan 20 2021, Software Engineer,,Former Employee ,It depends,0,"good compensation and benefits
flexible work schedule
","do not agree with the amazon warehouse employee practices
not a sustainable/environmentally friendly company
Helpfu",,4,,,,,,,,
Thu Jan 21 2021, Process Associate,"Bolton, ON",Current Employee ,It is a good place to start work,0,"It gives you plenty time off
","It's stressful during the long hours at work
Advice to Management
Reduce the longer working hours
Helpfu","Reduce the longer working hours
Helpfu",4,3,4,5,3,4,Recommends,Positive Outlook,No Opinion of CEO
Thu Jan 21 2021, Inbound Receiving Process Guide,"Toronto, ON",Current Employee ,Nice place to work when in between jobs,0,"It pays what you work for. Every month you will be entitled to receive some additional compensation based on performance along with your regular payscale, which is kinda nice. The best thing is a 4day working week.
The benefits are huge. Almost 150 CAD equivalent discount on every product on the website, so it's a big win there.
Work environment wise, its pretty noisy and tiresome. During COVID19, they are trying their best to secure health and it shows.
","You might need to lick some boots to get up in the ladder game. Not judging everyone with the same scale, pretty much that's what the regular scenario is. If you are quite compatible with computers, you might get a Problem Solver position with a similar pay scale as a regular Associate. Some PA's might show you an attitude of an arrogant being who owns everyone, but apart from that most of them are nice.

It kinda takes tolls on your body as it's physically quite challenging, to say the least. If it's not busier, they might push you for some unwanted kinds of stuff just to get your hours or even insist you to take voluntary time offs.
Helpfu",,4,3,4,4,4,4,Recommends,Positive Outlook,
Thu Jan 21 2021, Associate I,"Calgary, AB",Former Employee ,Warehouse Assistant,0,"Good communication, leadership, multiple tasks
","Temporary position they do not recruit from. Term must complete then candidates must apply again.
Advice to Management
It's okay to give us more tasks.
Helpfu","It's okay to give us more tasks.
Helpfu",4,4,4,5,1,2,Recommends,Positive Outlook,Approves of CEO
Tue Jan 19 2021,Anonymous,"Vancouver, BC",Current Employee ,Fast pace,0,"Learning opportunity to grow in professionally and personally.
","Shift duration is long particularly the 10hrs night shift is very hard.
Helpfu",,5,,,,,,,,
Tue Jan 19 2021, Software Developer,"Toronto, ON",Current Employee ,Shipped a lot of packages!,0,"I love boxes a lot
","I got a lot of paper cuts
Helpfu",,5,,,,,,,,
Tue Jan 19 2021, Senior Procurement Specialist,,Current Employee ,analysis of products,0,"Company culture is very engaging
","No cons in my tenure
Helpfu",,5,,,,,,,,
Thu Feb 04 2021, Software Development Engineer I,"Vancouver, BC",Current Employee ,Poor Culture with Good pay,0,"You get well paid in cash.
",#NAME?,,2,,,,,,,,
Tue Jan 19 2021, Returns Processor,,Current Employee ,full time,0,"easy no interview, get the job based on your performance
","none i can think of at the moment
Helpfu",,4,,,,,,,,
Tue Jan 19 2021, Problem Solver,,Current Employee ,Solve product problems using computers,0,"Fun to work in area using computers
","Not much to say about
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Jan 19 2021, Assistant Digital Investment,"Toronto, ON",Current Employee ,Great to work,0,"Good benefits and wage is not bad at all
","None that I can think of for now
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Jan 19 2021, Transaction Risk Investigator (TRMS),"Calgary, AB",Former Employee ,Its Day 1,0,"Flexible work culture and fast growth of an individual
","No room for mistakes .
Helpfu",,5,4,5,5,3,3,Recommends,Positive Outlook,Approves of CEO
Wed Feb 03 2021, Associate,"Delta, BC",Former Employee ,You are just a number,0,"Slightly better pay. Benefits are good
","You are treated like a robot. Only numbers matters
",,2,1,1,5,2,4,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Mon Jan 18 2021,Anonymous,"Calgary, AB",Former Employee ,Great team!,0,"Very Good opportunity for growth
","Nothing that I can see as on date
",,4,3,4,4,4,4,Recommends,Positive Outlook,Approves of CEO
Mon Jan 18 2021,Anonymous,"Calgary, AB",Former Employee ,Great team!,0,"Very Good opportunity for growth
","Nothing that I can see as on date
Advice to Management
Nothing
Helpfu","Nothing
Helpfu",4,3,4,4,4,4,Recommends,Positive Outlook,Approves of CEO
Wed Feb 03 2021, Associate,"Delta, BC",Former Employee ,You are just a number,0,"Slightly better pay. Benefits are good
","You are treated like a robot. Only numbers matters
Advice to Management
The culture is based on force to get results rather than positive encouragement. Boring job
Helpfu","The culture is based on force to get results rather than positive encouragement. Boring job
Helpfu",2,1,1,5,2,4,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Tue Jan 19 2021, Senior Vendor Manager,,Former Employee ,Challenging and fun,0,"-steep learning curve -lot's of projects to pick from
",#NAME?,,4,3,5,4,4,4,Recommends,Positive Outlook,
Tue Feb 02 2021, Software Development Engineer II,"Vancouver, BC",Current Employee ,Good,0,"Moderate compensation; good working environment
","Too much operation and legacy stuff
Helpfu",,3,,,,,,,,
Tue Feb 02 2021, Software Development Engineer,"Vancouver, BC",Current Employee ,Good learning experience,0,"Not bad compared to local companies in Vancouver
","On call takes too much away from freedom
Helpfu",,3,,,,,,,,
Mon Jan 18 2021, FC Associate Tier I,,Current Employee ,Good,0,"Very Friendly and funwork environment.
","Work gets very intense at times.
Helpfu",,5,,,,,,,,
Sun Jan 17 2021, Software Engineer II SDE2,"Vancouver, BC",Current Employee ,Great place to work for engineers,0,"Engineers are treated with much more respect compared with other smaller companies I've worked with. Managers and leadership listen to Engineers when they raise concerns about tech debt, estimations and general software best practices instead of unrelentlessly pushing for arbitrary deadlines set by business teams.
","So much bureaucracy and massive interconnectivity between teams means that development process can be very slow. Even the smallest changes require months of testing and validation and updating to new version of software and deprecating old packages can take years.
",,5,4,4,5,5,4,Recommends,Positive Outlook,No Opinion of CEO
Sun Jan 17 2021, Warehouse Associate,"Brampton, ON",Current Employee ,awesoms,0,"pay, benefits, 4 day work period
","bending, standing still on feet
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Jan 09 2021, Sub,,Current Employee ,Feels like a start up (you've been warned),2,"Large company with plenty of opportunity to grow and relocate, if desired
","Lack of clear direction by senior leadership. Told to continue doing the same thing over and over and expect different results. Also, if you've heard stories about the poor work-life balance? You better believe it.
",,5,2,3,4,4,3,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
