date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Jan 21 2021, Technical Research Manager,"Salt Lake City, UT",Current Employee ,Excellent environment for a high performer,0,"Great benefits and compensation, a very dynamic and innovative working environment, company culture cannot be beat, healthy work/life balance is a strong focus
","Advancement opportunities within the company are fairly limited in the SLC area
",,5,3,5,5,4,5,Recommends,Positive Outlook,Approves of CEO
Mon Feb 08 2021, Production Coordinator,"Hollywood, CA",Former Employee ,Not worth the perks,3,"Incredible benefits and health coverage with competitive pay
","Unrealistic timelines and work hours
Advice to Management
Self-help books and therapy
Helpful (3","Self-help books and therapy
",2,1,2,1,3,5,Doesn't Recommend,Neutral Outlook,
Mon Feb 08 2021, CSR,,Former Employee ,"Great culture, great people",0,"great people
managers were very approachable
on-the-spot feedback
snacks and food for a small fee per month
","back2back calls
ultra busy as we were expanding in EMEA region and lack of CSR due to the rapid expansion
Helpfu",,4,3,5,5,4,4,Recommends,Positive Outlook,Approves of CEO
Thu Feb 04 2021, Language and Localization Specialist,"Los Gatos, CA",Former Employee ,no 2 days are alike,2,"So much to learn, great team members, very friendly and diverse environment. Free meals and snacks. Free shuttles, unlimited vacations. A space for growth in certain teams.
","Cut throat environment, Netflix culture in the globalization team was discussed but not seriously implemented. Fear from the team leadership. Hard to maintain work-life balance. Could be extremely stressful due to lack of support from management.
Advice to Management
Have real intentions in supporting your teams and try to discuss and question your leadership, make it a two way communication and follow the true Netflix culture which made great talents who left Netflix join in at the first place.
Helpful (2","Have real intentions in supporting your teams and try to discuss and question your leadership, make it a two way communication and follow the true Netflix culture which made great talents who left Netflix join in at the first place.
",3,2,2,4,3,5,Doesn't Recommend,Neutral Outlook,Approves of CEO
Thu Jan 21 2021, Technical Research Manager,"Salt Lake City, UT",Current Employee ,Excellent environment for a high performer,0,"Great benefits and compensation, a very dynamic and innovative working environment, company culture cannot be beat, healthy work/life balance is a strong focus
","Advancement opportunities within the company are fairly limited in the SLC area
Helpfu",,5,3,5,5,4,5,Recommends,Positive Outlook,Approves of CEO
Thu Jan 21 2021, Systems Administrator,"San Jose, CA",Current Employee ,good place to work,0,"salary and benefits and extremely well working environment
","i can't really say nothing here.
Advice to Management
none
Helpfu","none
Helpfu",5,5,5,4,5,4,Recommends,Positive Outlook,Approves of CEO
Thu Jan 21 2021, Manager,Melbourne,Former Employee ,Dynamic and demanding,0,"nice industry nice colleagues good work environment
","long work hours lots of emails
Helpfu",,5,5,5,5,5,5,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Thu Feb 04 2021, Marketing,Singapore,Former Employee ,Good company,0,"good good good good good
","stressful but a lot of freedom
Helpfu",,4,4,4,5,4,5,Recommends,Positive Outlook,Approves of CEO
Fri Jan 29 2021, Senior Systems Engineer,"Los Gatos, CA",Former Employee ,Exciting and Unfortunate,2,"Working for Netflix was exciting, exhilerating. People take pride in their work and the product the company sells. It's creative and you're not questioned for every $5 that needs to be spent. The focus on work/life balance is amazing.
","For all the talk of relationship building and transparency at the organizational level, peers often do not share information openly. Getting clear answers was often like pulling teeth. It also felt like a cult at times, hearing everybody use the same jargon - whatever the current lingo is that came Reed Hasting's mouth - was a little disturbing.
",,4,5,4,5,4,5,Recommends,Positive Outlook,
Thu Feb 04 2021, Costumer Service Representative,,Current Employee ,Costumer service position at Netflix,0,"Fun colleagues and great working atmosphere
","Not the best management
Very number focused
Helpfu",,3,3,3,4,3,3,,,
Tue Jan 19 2021, Runner,"Glasgow, Scotland",Former Employee ,Working,0,"Got paid in good time
","There were no cons there
Helpfu",,5,,,,,,,,
Tue Jan 19 2021, Accounts Payable,Singapore,Current Employee ,Great place to grow yourself,0,"The fast-growing business offers many opportunities to learn and grow.
","Find a balance between work and life so you don't quickly burn out
",,5,4,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Jan 14 2021, Localization Program Manager,"Los Angeles, CA",Current Employee ,"for the right person, this is the perfect company",0,"freedom to do great work
","can be chaotic, many organizational and leadership challenges
Helpfu",,5,,,,,,,,
Wed Jan 13 2021, Tech Ops Specialist,"Los Angeles, CA",Current Employee ,"Fast paced, changes often, challenging work",0,"Fast paced, changes often, challenging work
","It is not for everyone
",,5,1,5,5,3,5,Recommends,Neutral Outlook,No Opinion of CEO
Tue Jan 26 2021, Human Resources Technology,"Los Angeles, CA",Current Employee ,Good place to work,0,"Smart colleagues and plenty of resources to help you suceed
","None at the current moment
Helpfu",,4,,,,,,,,
Tue Jan 19 2021, Accounts Payable,Singapore,Current Employee ,Great place to grow yourself,0,"The fast-growing business offers many opportunities to learn and grow.
","Find a balance between work and life so you don't quickly burn out
Advice to Management
Continue with an open mind
Helpfu","Continue with an open mind
Helpfu",5,4,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Jan 29 2021, Senior Systems Engineer,"Los Gatos, CA",Former Employee ,Exciting and Unfortunate,2,"Working for Netflix was exciting, exhilerating. People take pride in their work and the product the company sells. It's creative and you're not questioned for every $5 that needs to be spent. The focus on work/life balance is amazing.
","For all the talk of relationship building and transparency at the organizational level, peers often do not share information openly. Getting clear answers was often like pulling teeth. It also felt like a cult at times, hearing everybody use the same jargon - whatever the current lingo is that came Reed Hasting's mouth - was a little disturbing.
Advice to Management
The workspace can sometimes be an environment that makes you want to be at the office and it can also feel overcrowded and stifling.
Helpful (2","The workspace can sometimes be an environment that makes you want to be at the office and it can also feel overcrowded and stifling.
",4,5,4,5,4,5,Recommends,Positive Outlook,
Tue Jan 12 2021, Quality Control,"Industry, CA",Former Employee ,Fun,0,"Great place to work at
","No downside at all to be honest
Helpfu",,5,5,,,,,,,
Tue Jan 26 2021,Anonymous,,Former Employee ,"Corporate Politics, Long Hours and Thankless",1,"Generous Compensation
Executive Leadership (Reed/Ted)
Strong Talent
Pacesetting Culture
","CP Division Leadership does not represent Company Culture Values
Political backstabbing
Bullying
Helpful (1",,3,2,4,5,3,5,Doesn't Recommend,Positive Outlook,
Mon Jan 11 2021, Marketing,Mumbai,Current Employee ,Strong,0,"Powerful culture routed in innovation
","High paced and often volatile
Helpfu",,5,,,,,,,,
Sun Jan 24 2021, Data Analyst,"Los Angeles, CA",Former Employee ,good experience as a date analyst,0,"good salary and friend people
","no bones and no stocks
Helpfu",,4,,,,,,,,
Sun Jan 10 2021, Executive Assistant,"Los Angeles, CA",Current Employee ,Love it,0,"Culture, people, high performance, leadership
","I have no cons to list at all
Helpfu",,5,,,,,,Recommends,Positive Outlook,Approves of CEO
Sat Jan 09 2021, Director,,Current Employee ,Remote working,0,"Remote working, good pay, friendly staff
","To e pressure on developers for new features
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Jan 08 2021, Senior Software Engineer,"Los Gatos, CA",Current Employee ,Great Place To Work For Engineers,1,#NAME?,"No significant con worth mentioning here.
",,5,4,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Jan 07 2021, Senior Software Developer,"New York, NY",Current Employee ,life at netflix,0,"big salary ,fun and exciting
","not enough work space to use
",,5,4,5,5,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Feb 10 2021, Finance,Amsterdam,Former Employee ,I'd decline that job offer if I were you.,2,"Salary and benefits (stock options, delicious free meals)
","I hate to sound bitter but here it goes: non existent work-life balance (I couldn't stress this more), rampant politics, micromanagement and job instability. In a nutshell: take that culture deck and trash it. In case you are to be laid off it happens cold turkey (the American way): they invite you in a meeting with an HR Business Partner who literally tells you you have 30 minutes to pack your stuff and go. No prior warnings, no improvement plan, just a generous enough severance package to compensate you for the lack of respect.
",,1,1,1,4,3,5,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Tue Jan 05 2021, Production Assistant,"Oakland, CA",Current Employee ,Worked on Outer banks season 2,0,"It's a great place to work
","Covid has complicated working for this industry
Helpfu",,5,,,,,,,,
Thu Jan 07 2021, Senior Software Developer,"New York, NY",Current Employee ,life at netflix,0,"big salary ,fun and exciting
","not enough work space to use
Advice to Management
more work space
Helpfu","more work space
Helpfu",5,4,5,5,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Feb 10 2021, Finance,Amsterdam,Former Employee ,I'd decline that job offer if I were you.,2,"Salary and benefits (stock options, delicious free meals)
","I hate to sound bitter but here it goes: non existent work-life balance (I couldn't stress this more), rampant politics, micromanagement and job instability. In a nutshell: take that culture deck and trash it. In case you are to be laid off it happens cold turkey (the American way): they invite you in a meeting with an HR Business Partner who literally tells you you have 30 minutes to pack your stuff and go. No prior warnings, no improvement plan, just a generous enough severance package to compensate you for the lack of respect.
Advice to Management
Set boundaries for yourselves and your employees will follow. Fight the culture of fear.
Helpful (2","Set boundaries for yourselves and your employees will follow. Fight the culture of fear.
",1,1,1,4,3,5,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Tue Jan 05 2021, Talent Sourcer,"Los Angeles, CA",Current Employee ,Best Opportunity I've Ever Taken,0,"Benefits, top-notch team, real transparency, and exciting projects
","High volume of work and little clarity on specific expectations
Advice to Management
Netflix has leaned into freedom and responsibility a lot without spending as much on talent development. Looking forward to developing tools that will help new employees understand the expectations of their role.
Helpfu","Netflix has leaned into freedom and responsibility a lot without spending as much on talent development. Looking forward to developing tools that will help new employees understand the expectations of their role.
Helpfu",5,2,5,4,4,5,Recommends,Positive Outlook,Approves of CEO
Tue Jan 19 2021, Customer Service Representative,"Salt Lake City, UT",Former Employee ,"Great pay, perks for customer service",0,"Good company values, team members were helpful, positive managers, opportunity to grow within the CS field
","phone CS, lack of communication about knowledge, quick turnover
",,4,5,4,5,5,5,Doesn't Recommend,Positive Outlook,Approves of CEO
Mon Feb 08 2021, Marketing Specialist,Singapore,Former Employee ,It’s not worth it,4,"Kudos for your LinkedIn profile to leverage getting a job elsewhere
","Totally hypocritical with self obsessed leaders who like to post on social media drinking and floating around whilst everyone is working (they weren’t on leave). A marketing community that doesn’t understand marketing. New VP who is more concerned with pleasing LA than understanding the people or the region and tends to talk whilst looking at his phone. The total disregard for how negative behaviour affects health, parents and those who live with domestic commitments such as elderly parents is the total opposite of what this company pretends to be about, we all got a free copy of the CEO’s book. I can’t bring myself to open it given hardly any of it is true.
",,1,1,1,1,1,5,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Fri Jan 15 2021, Director,"Los Angeles, CA",Former Employee ,No longer lives up to their culture deck,4,"Exciting to be at a company leading the industry
","Failure to properly scale as the company grows has led to an abandonment of most of the core principles that made the company a great place to work. Many of the top execs are overpaid and have turned into unpleasant people, and many of the film world people hires aren’t the kind of people you would have found there 5 years ago. They are losing their culture and it’s sad.
",,2,1,1,2,2,4,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Mon Jan 04 2021, Former Employee,N/A,Former Employee ,good,0,"its a great place to work
","I struggled with work/life balance
Helpfu",,5,5,5,,,,,,
Mon Jan 18 2021, Accountant,"London, England",Current Employee ,Good overall but not without problems,0,"Flexibility, autonomy, varied work, work from home opportunities
","Not the most cohesive working environment, but good if you prefer to work alone
",,3,5,3,5,3,1,,,
Sun Jan 03 2021, Film Director,,Current Employee ,The manager,0,"Team work will be there
","Impatient if things don’t go to plan
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Jan 16 2021, Ops Manager,"Los Angeles, CA",Current Employee ,Good,0,"A lot to learn from smart ppl
","Not much of career growth
Helpfu",,4,2,2,3,2,3,Recommends,Positive Outlook,Approves of CEO
Wed Jan 13 2021, Software Engineer,"Los Angeles, CA",Former Employee ,Good culture,0,"Good work life balance and leadership
","None to think of at the moment
Helpfu",,4,5,5,5,3,4,Recommends,Positive Outlook,No Opinion of CEO
Sun Dec 27 2020, Senior Software Engineer,"San Antonio, TX",Former Employee ,Best,1,"Bestb of this email has been sent using QMobile you are doing
","Worst of all the times in the remaining balance
Helpful (1",,5,,,,,,Recommends,Positive Outlook,Approves of CEO
Tue Jan 19 2021, Customer Service Representative,"Salt Lake City, UT",Former Employee ,"Great pay, perks for customer service",0,"Good company values, team members were helpful, positive managers, opportunity to grow within the CS field
","phone CS, lack of communication about knowledge, quick turnover
Helpfu",,4,5,4,5,5,5,Doesn't Recommend,Positive Outlook,Approves of CEO
Mon Feb 08 2021, Marketing Specialist,Singapore,Former Employee ,It’s not worth it,4,"Kudos for your LinkedIn profile to leverage getting a job elsewhere
","Totally hypocritical with self obsessed leaders who like to post on social media drinking and floating around whilst everyone is working (they weren’t on leave). A marketing community that doesn’t understand marketing. New VP who is more concerned with pleasing LA than understanding the people or the region and tends to talk whilst looking at his phone. The total disregard for how negative behaviour affects health, parents and those who live with domestic commitments such as elderly parents is the total opposite of what this company pretends to be about, we all got a free copy of the CEO’s book. I can’t bring myself to open it given hardly any of it is true.
Advice to Management
You have become the thing you said you wouldn’t. Have a good hard look at the profile of your leaders. Ask some difficult questions of yourself and start putting some humanity into leadership instead of thinking that firing people is your cultural solution. Take some responsibility to nurture local and diverse talent instead of Hollywood headline hires.
Helpful (4","You have become the thing you said you wouldn’t. Have a good hard look at the profile of your leaders. Ask some difficult questions of yourself and start putting some humanity into leadership instead of thinking that firing people is your cultural solution. Take some responsibility to nurture local and diverse talent instead of Hollywood headline hires.
",1,1,1,1,1,5,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Mon Jan 18 2021, Accountant,"London, England",Current Employee ,Good overall but not without problems,0,"Flexibility, autonomy, varied work, work from home opportunities
","Not the most cohesive working environment, but good if you prefer to work alone
Advice to Management
Be more hands on!
Helpfu","Be more hands on!
Helpfu",3,5,3,5,3,1,,,
Sun Jan 03 2021, Film Director,,Current Employee ,The manager,0,"Team work will be there
","Impatient if things don’t go to plan
Advice to Management
Things have to be done on time
Helpfu","Things have to be done on time
Helpfu",5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Wed Jan 13 2021, Software Engineer,"Los Gatos, CA",Current Employee ,Great place to work,0,"You get the chance to work with very large scale systems and learn from very talented colleagues.
","Like most tech jobs in Silicon Valley is very demanding, so it's hard to keep a very good life/work balance.
Helpfu",,4,,,,,,,,
Mon Jan 11 2021, NONE,"Salt Lake City, UT",Former Employee ,"Great compensation, great coworkers, culture of fear.",1,"Top of market pay philosophy, 401K match, great health, vision, and dental insurance. Best colleagues you can hope for in most instances.
","The salt lake office was moving in a great direction for the first year and a half. However things have begun to backslide due to the lack of effective leadership and the hinderance of their ability to make necessary changes. There is a culture of fear that is exacerbated by the incompetent leadership of the acting OM.
",,3,2,5,5,4,5,Recommends,Positive Outlook,Approves of CEO
Tue Dec 29 2020, Musician,Mumbai,Current Employee ,Great working on 3 netflix movies,0,"Great working on 3 netflix movies. On time pay
","I had no issues whatsoever working with NETFLIX
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Jan 12 2021, CS1,"Fremont, CA",Former Employee ,Good culture,0,"Relaxed most of the time
","Limited help when calls are heavy volume
",,4,,,,,,Recommends,,
Tue Jan 12 2021, Customer Service Representative,Amsterdam,Former Employee ,Fun but crazy hours,0,"Great people, wonderful energy when at its best
","Crazy shifts, management gives 0 heads up on anything business change related.
",,3,1,1,1,3,1,Doesn't Recommend,Neutral Outlook,
Sun Jan 03 2021, Director of Engineering,"San Jose, CA",Former Employee ,"Culture is fading, limited career growth",4,"Flat org, single product, data driven
","Culture used to be real, now the memo is just a shrine. Performance reviews are highly subjective. Candor can get you a severance. Senior eng leaders have been too long at their roles, and are behind cloud tech. Teams are bloated and talent density is getting seriously diluted. Comp is excellent for average engineers, and average for excellent engineers. No career path for IC's who do not want to manage people.
",,3,3,3,2,4,4,Positive Outlook,,Approves of CEO
Mon Jan 11 2021, Customer Representative,Amsterdam,Former Employee ,Good for one month,0,"Co- workers are friendly, you get Netflix for free.
","Team leaders don’t do anything. They just sit there gossiping to each other. Favourites HR always favourite the management point of view and do not consider others.
",,2,2,2,4,2,2,Doesn't Recommend,Negative Outlook,No Opinion of CEO
Sat Jan 09 2021, CUTOMER SERVICE Representative,Amsterdam,Former Employee ,The Mill,0,"Free Netflix and a nice company policy
","Management need more training in handling employees
",,3,5,5,5,2,4,Doesn't Recommend,,
Fri Jan 08 2021, Business Program Manager,"Dallas, TX",Current Employee ,Review,0,"Working with very smart people
","I have nothing bad to say
Helpfu",,4,,,,,,,,
Wed Jan 06 2021, Technical Support,"Salt Lake City, UT",Former Employee ,It was okay,1,"Very easy once you get the hang of it.
","They fired me for being under 5 minutes late even though my tardiness was due to morning sickness being 6 months pregnant.
",,2,1,2,3,2,3,,,
Mon Jan 11 2021, NONE,"Salt Lake City, UT",Former Employee ,"Great compensation, great coworkers, culture of fear.",1,"Top of market pay philosophy, 401K match, great health, vision, and dental insurance. Best colleagues you can hope for in most instances.
","The salt lake office was moving in a great direction for the first year and a half. However things have begun to backslide due to the lack of effective leadership and the hinderance of their ability to make necessary changes. There is a culture of fear that is exacerbated by the incompetent leadership of the acting OM.
Advice to Management
Live the culture and understand your employees jobs. Listen to the feedback about yourselves and the way the workflow is managed.
Helpful (1","Live the culture and understand your employees jobs. Listen to the feedback about yourselves and the way the workflow is managed.
",3,2,5,5,4,5,Recommends,Positive Outlook,Approves of CEO
Wed Jan 06 2021, Technical Support,"Salt Lake City, UT",Former Employee ,It was okay,1,"Very easy once you get the hang of it.
",,,2,1,2,3,2,3,,,
Tue Jan 12 2021, Customer Service Representative,Amsterdam,Former Employee ,Fun but crazy hours,0,"Great people, wonderful energy when at its best
","Crazy shifts, management gives 0 heads up on anything business change related.
Advice to Management
Work on transparency, involve the staff
Helpfu","Work on transparency, involve the staff
Helpfu",3,1,1,1,3,1,Doesn't Recommend,Neutral Outlook,
Sun Jan 03 2021, Director of Engineering,"San Jose, CA",Former Employee ,"Culture is fading, limited career growth",4,"Flat org, single product, data driven
","Culture used to be real, now the memo is just a shrine. Performance reviews are highly subjective. Candor can get you a severance. Senior eng leaders have been too long at their roles, and are behind cloud tech. Teams are bloated and talent density is getting seriously diluted. Comp is excellent for average engineers, and average for excellent engineers. No career path for IC's who do not want to manage people.
Advice to Management
Reduce the size of engineering teams, refocus on engineering excellence.
Helpful (4","Reduce the size of engineering teams, refocus on engineering excellence.
",3,3,3,2,4,4,Positive Outlook,,Approves of CEO
Mon Jan 11 2021, Customer Representative,Amsterdam,Former Employee ,Good for one month,0,"Co- workers are friendly, you get Netflix for free.
","Team leaders don’t do anything. They just sit there gossiping to each other. 
Favourites
HR always favourite the management point of view and do not consider others.
Advice to Management
Care about all of your employees and take mental health seriously.
Helpfu","Care about all of your employees and take mental health seriously.
Helpfu",2,2,2,4,2,2,Doesn't Recommend,Negative Outlook,No Opinion of CEO
Sat Jan 09 2021, CUTOMER SERVICE Representative,Amsterdam,Former Employee ,The Mill,0,"Free Netflix and a nice company policy
","Management need more training in handling employees
Advice to Management
Be careful and take care of the mental health of your employees, espacially if they are on the fronline and are the ones receiving all the complaints, create a better support sistem
Helpfu","Be careful and take care of the mental health of your employees, espacially if they are on the fronline and are the ones receiving all the complaints, create a better support sistem
Helpfu",3,5,5,5,2,4,Doesn't Recommend,,
Wed Jan 06 2021, Technical Support,"Salt Lake City, UT",Former Employee ,It was okay,1,"Very easy once you get the hang of it.
","They fired me for being under 5 minutes late even though my tardiness was due to morning sickness being 6 months pregnant.
Advice to Management
You could be more lenient in situations out of someone’s control.
Helpful (1","You could be more lenient in situations out of someone’s control.
",2,1,2,3,2,3,,,
Wed Jan 27 2021, Marketing Manager,Singapore,Current Employee ,Awful,1,"Has CV punch for your next role
","Terrible leadership, aggressive and self serving Directors, majority of people want severance in order to exit the toxic culture. No real expertise in marketing certainly within leadership.
Helpful (1",,1,1,1,2,5,5,Doesn't Recommend,Negative Outlook,Disapproves of CEO
