date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Oct 29 2020, Legal Project Manager,"Toronto, ON",Current Employee ,Making the world a better place,0,"1) I have the flexibility & have a great deal of input into defining the best approach to my work.
2) Collaborative open environment (lack of silos I've seen elsewhere).
3) Active diversity and inclusion programs.
4) Encouraged to be my authentic self.
5) I always feel encouraged and supported.
6) The work is meaningful and impactful.
7) I feel cared for.
8) Benefits are amazing.
","I simply don't have any. It's not a cop out.. FB simply rocks and I love it.
Helpfu",,5,5,5,5,4,4,Recommends,Positive Outlook,Approves of CEO
Wed Dec 02 2020, Manager,"Toronto, ON",Former Employee ,ok company,0,"people are good to work with there
","pay and work not fair
Helpfu",,1,,,,,,,,
Tue Oct 27 2020, Technical Sourcer,"Vancouver, BC",Current Employee ,So far so good.....,0,"Be your authentic self, work life balance, adjusted goals during covid
","office closure due to covid, specific job nuances
Helpfu",,5,4,4,5,2,4,Recommends,Positive Outlook,Approves of CEO
Sun Sep 13 2020,Anonymous,,Current Employee ,Great experience,0,"Great compagny to work for
","Nothing, I can only see advantages
Helpfu",,5,,,,,,,,
Thu Sep 10 2020, Technical Sourcer,"Vancouver, BC",Current Employee ,People Focused Company,0,"I have worked here less than a year so far, but I have loved every minute of it! I joined during COVID and it became clear extremely quickly how much they deeply care about their employees and their well being. Can work-life balance be challenging in a company full of top performers with high performance expectations? Absolutely! But it is really on you to manage your own time and success. There is no pressure from the organization to work after hours and using your PTO and leave options is greatly encouraged. 

I personally love the casual and open culture. When they say ""bring your whole self to work"" they mean it. Coming from a more traditional company it took a little time to adapt to this as well as to adjust to how people communicate with each other but now I'm hooked. 

The opportunities for continued learning and professional growth seem boundless. They really like to promote from within and there are so many resources for building your career based around what interests you the most.
","One challenging aspect is that everyone has an option about Facebook and we are constantly on the news, but that's true of any top company. Recruiters should be used to having tough skin anyways.
Helpfu",,5,4,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Sep 10 2020, Technical Recruiter,"Vancouver, BC",Current Employee ,Very Positive requesting,0,"- FB has done an incredible job of creating a positive culture. For a company of this size I'm amazed at how supportive everyone is. - There is a strong culture of competence. - Lots of room for career growth + guidance from management on how to get there - Explicit/formulaic bonus structure. It's not having zero ambiguity
","There is so much new information coming out every day. If you don't dedicate time to read it (roughly 1 hour per day) you will quickly fall behind
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Sep 22 2020, Software Engineer,"Vancouver, BC",Former Employee ,good,0,"good salary stress very less
","hectic work load time very high
Helpfu",,4,3,3,3,3,3,Recommends,Neutral Outlook,No Opinion of CEO
Tue Sep 15 2020, Technical Sourcer,,Current Employee ,Good company for growth and learning,0,"Lots of really smart and talented people who are supportive and willing to help Really solid career growth if you can perform well, the team's are very data driven so it is easy to track goals and understand if you are doing well or not.
","Working for a company that is always in the limelight can be quite difficult especially in roles where you always have to interface with external people who might not have a positive view of the company.
",,4,4,4,5,5,4,Recommends,Positive Outlook,No Opinion of CEO
Fri Aug 21 2020, Software Developer,N/A,Former Employee ,Great Experience,0,"Great company to work at
","If you don't like IT, don't go there
Helpfu",,5,,,,,,,,
Mon Jul 27 2020, Data Analyst,"Toronto, PE",Current Employee ,pretty good,0,"good pay and flexible free time
","same thing every single day
Helpfu",,3,3,3,3,3,3,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Wed Jul 22 2020, Data Scientist,,Current Employee ,"good pay, bad everything else",0,"Strong engineering culture and high pay
","Stressful, bad work life balance, political coworkers, bad company mission
Helpfu",,1,,,,,,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Tue Sep 15 2020, Technical Sourcer,,Current Employee ,Good company for growth and learning,0,"Lots of really smart and talented people who are supportive and willing to help
Really solid career growth if you can perform well, the team's are very data driven so it is easy to track goals and understand if you are doing well or not.
","Working for a company that is always in the limelight can be quite difficult especially in roles where you always have to interface with external people who might not have a positive view of the company.
Helpfu",,4,4,4,5,5,4,Recommends,Positive Outlook,No Opinion of CEO
Fri May 29 2020, Director,"Toronto, ON",Current Employee ,A great place to make an impact in the world,0,"Fast pace, focus on innovation everyday, and you have the freedom to do your best work and make an impact. Extremely talented people across all functions of the company.
","The culture is very unique and takes about 1 year to truly get integrated into the company.
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,
Thu May 14 2020, Community Operations Analyst,"Toronto, ON",Former Employee ,Everything is perfectly sorted,0,"All you need to do is finish the work that is assigned. Nobody will bother you. Cool managers. Very good work environment.
","No Cons to be honest.
",,5,5,5,5,5,5,Doesn't Recommend,Positive Outlook,Approves of CEO
Mon Apr 20 2020, Research Engineer,,Current Employee ,Surprised... in a very positive way!,0,"I must admit I was wary of joining Facebook, after all the public scandals like Cambridge Analytica, moderators' work conditions, etc. From the outside, it seemed like an evil company eager to make money by exploiting masses. I talked to a lot of people before accepting the offer, and they convinced me I should give them a chance. I don't regret it at all, as internally you can see how everyone's trying their best to make this company useful for society at large (yes, making money at the same time, but definitely not as the primary driver of decisions being made). In the end I found a job where I got a significant salary boost, I'm tackling very interesting research problems, and work with people whom I appreciate and whose technical expertise I can trust. So I'm very happy with my choice! :)
","The main drawback is the public perception of the company. But as I mentioned the reality is a lot more nuanced than what you can read in the media.
",,5,4,4,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Feb 10 2020, Software Engineer,,Former Employee ,Scored via Healr but here's a review,0,"Good people who seem to care.
","They need to offer better training to grow people. Sometimes you can feel forgotten, and things feel a bit rushed.
",,5,,,,,,,,
Wed Nov 20 2019, Manager,N/A,Former Employee ,manager,0,"manager manager manager manager manager
","Career Opportunities Career Opportunities Career Opportunities
Helpfu",,4,4,4,4,4,4,Recommends,Positive Outlook,
Tue Nov 19 2019, Account Executive,,Former Employee ,"Great people, fantastic culture and evolving through a tough transition.",0,"Fast paced, challenging, smart people, strong solutions.
","High growth and higher expectations.
Helpfu",,4,,,,,,,,
Sat Oct 26 2019,Anonymous,,Former Employee ,Amazing,0,"Working with smart people Great perks and comp
","Horrible bi-annual evaluation process
",,5,4,5,5,5,3,Recommends,Positive Outlook,Approves of CEO
Sun Sep 15 2019, Software Engineer,,Current Employee ,Nice working place,1,"Nice working place in general.
","Very intensive place. A lot of pressure
Helpful (1",,3,,,,,,,,
Wed Oct 02 2019, Software Engineer,,Former Employee ,worst company ever,0,"none. fair pay if I must say.
","worst company ever, company is a monopoly!
Helpfu",,1,1,1,1,1,1,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sun Aug 11 2019, Production Engineer Co,,Former Employee ,Great company to intern at,0,"free food, free housing, lots of flexibility with intern projects
","can be stressful at times if you are trying to get a returning full-time offer
Helpfu",,5,,,,,,,,
Mon Apr 20 2020, Research Engineer,,Current Employee ,Surprised... in a very positive way!,0,"I must admit I was wary of joining Facebook, after all the public scandals like Cambridge Analytica, moderators' work conditions, etc. From the outside, it seemed like an evil company eager to make money by exploiting masses.
I talked to a lot of people before accepting the offer, and they convinced me I should give them a chance. I don't regret it at all, as internally you can see how everyone's trying their best to make this company useful for society at large (yes, making money at the same time, but definitely not as the primary driver of decisions being made).

In the end I found a job where I got a significant salary boost, I'm tackling very interesting research problems, and work with people whom I appreciate and whose technical expertise I can trust. So I'm very happy with my choice! :)
","The main drawback is the public perception of the company. But as I mentioned the reality is a lot more nuanced than what you can read in the media.
Helpfu",,5,4,4,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Feb 10 2020, Software Engineer,,Former Employee ,Scored via Healr but here's a review,0,"Good people who seem to care.
","They need to offer better training to grow people. Sometimes you can feel forgotten, and things feel a bit rushed.
Helpfu",,5,,,,,,,,
Sat Oct 26 2019,Anonymous,,Former Employee ,Amazing,0,"Working with smart people
Great perks and comp
","Horrible bi-annual evaluation process
Advice to Management
Get rid of PSC. It's poison.
Helpfu","Get rid of PSC. It's poison.
Helpfu",5,4,5,5,5,3,Recommends,Positive Outlook,Approves of CEO
Wed Aug 07 2019, Sales Associate,,Former Employee ,Fun job great people to work around,0,"Fun job, great people to work with
","Tough managers who expect overtime quite regularly
Advice to Management
N/A
Helpfu","N/A
Helpfu",5,,,,,,,,
Wed Apr 24 2019,Anonymous,,Former Employee ,Recruiter,0,#NAME?,#NAME?,,5,4,4,3,5,4,Recommends,Neutral Outlook,No Opinion of CEO
Fri Apr 05 2019,Anonymous,,Former Employee ,Analyst,0,"Amazing working life balance is all
","somethings are just too stressful
",,5,5,5,4,5,5,Recommends,Neutral Outlook,Approves of CEO
Tue Apr 02 2019,Anonymous,,Former Employee ,"Great culture, but it can political",0,"Pay, great culture, free food
","Bureaucratic, limited leadership in management team
Helpfu",,5,,,,,,,,
Mon Mar 25 2019,Anonymous,,Current Employee ,Client Solutions Manager,0,"Culture, Experience, Learning, People, Compensation
","Work life balance could be better
Helpfu",,5,,,,,,Recommends,Positive Outlook,Approves of CEO
Tue Sep 18 2018, Client Partner,"Toronto, ON",Current Employee ,Client Partner - Financial Services Better than I could have possibly imagined.,8,"Instead of completing a formal review, I’ll share a post I made to celebrate my 1 year anniversary since joining Facebook. —- Today marks my first year at Facebook. We call it a Faceversary. And, while celebrating your work anniversary might seem a bit frivolous (or at least I thought so early on), I quickly learned to appreciate the FB tradition that’s built around these Faceversaries. It’s valuable to reflect on all that happens in a year at work, considering how much energy, time, and effort we put into it. When you make it to your 10-year milestone (my count down starts now), you get the opportunity to join Mark Zuckerberg, Sheryl Sandberg, and others on the management team to tell a 10-year Faceversary story to the entire company. Those are always funny or emotional, or both. So, what can I share after my first year here? TL;DR: Work with and learn from the very best people. Drinking from the firehose and learning a ton. Autonomy, authority and support. World-class benefits. Open culture to the bones. An inside look at how serious everyone is about minimizing the bad and building more of the good. Five core values in action. Pretty darn happy. I get the pleasure to work with incredible, impressive, and talented people daily. Both within the walls of Facebook, but also with clients and partners who are working on some unbelievable things. My pod and my core team are just legendary. This isn’t lip service. I really get to work with and learn from the very best. I’ve learnt SO MUCH. About digital advertising and marketing. About financial services. About media. About other industry verticals I previously knew nothing about. About navigating complex circumstances. About working for a company that’s constantly in the spotlight. About digging deeper to really understand. About cross-functional collaboration. About partnerships. About technology. And much more. Internally, they say every day at Facebook is equivalent to a week. I now know why. I have the autonomy, authority, and support I need to be successful and run my marketing consulting business the way I see fit. Further, I get to shape and influence how businesses engage, nurture, and build new relationships with people. I have access to incredible benefits that I’m astonished by daily and so grateful for. In fact, I’m writing this post while on paid paternity leave to spend time with my family and our new addition, Logan. Facebook fosters an open culture that is like nothing I’ve ever seen before. Mark hosts a weekly company-wide Q&A where he addresses thoughtful and difficult questions about a wide-range of issues and opportunities. Everyone, from Interns to tenured employees, are welcome to ask anything and they don’t face judgement or criticism for raising difficult topics. On our internal Workplace (Facebook for Work), I can join and learn about a whole host of interesting projects, regardless of whether I’m involved in them. I’ve learnt a lot about both the harmful ways and the incredibly positive ways Facebook can be used. I get a firsthand look at how serious everyone is about minimizing the bad and building more of the good. There are 5 core values that guide how we work at Facebook. And I see them in practice regularly. Build social value. Move fast. Be bold. Be open. Focus on impact. I’ve always been fortunate in my career. I’ve worked on amazing teams, on fascinating projects, with inspiring mentors and leaders. Facebook has been a continuation of that for me. But, I must say, I’ve never been this happy. So, here’s to one amazing year and the many more to follow!
","The bar has been set so high for any future employer to be within my consideration set. I’m truly spoiled.
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Oct 09 2018,N/A,N/A, ,Good,0,"Yes very good opportunities, good
","No none, none I can remember
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Aug 09 2018,N/A,, ,Best company to work for,0,"Hands down, it’s the best company to work for.
","Work life balance is not great
Helpfu",,5,1,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Jul 26 2018,Anonymous,,Current Employee ,Open and connected culture,1,"Flat working environment, smart and caring colleagues, they take good care of their employees
","aggressive goals and difficult to balance life and work.
Helpful (1",,5,4,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Jul 24 2018,Anonymous,,Former Employee ,Amazing place to work at,0,"title, money, reputation prestige and amazing projects
","too many smart people can be intimidating
Helpfu",,5,3,5,5,5,5,,,
Wed Aug 07 2019, Sales Associate,N/A,Former Employee ,Fun job great people to work around,0,"Fun job, great people to work with
","Tough managers who expect overtime quite regularly
Advice to Management
N/A
Helpfu","N/A
Helpfu",5,,,,,,,,
Tue Sep 18 2018, Client Partner,"Toronto, ON",Current Employee ,Client Partner - Financial Services Better than I could have possibly imagined.,8,"Instead of completing a formal review, I’ll share a post I made to celebrate my 1 year anniversary since joining Facebook.
—-

Today marks my first year at Facebook. We call it a Faceversary. And, while celebrating your work 
anniversary might seem a bit frivolous (or at least I thought so early on), I quickly learned to appreciate the FB tradition that’s built around these Faceversaries. It’s valuable to reflect on all that happens in a year at work, considering how much energy, time, and effort we put into it. 

When you make it to your 10-year milestone (my count down starts now), you get the opportunity to join Mark Zuckerberg, Sheryl Sandberg, and others on the management team to tell a 10-year Faceversary story to the entire company. Those are always funny or emotional, or both. 
 
So, what can I share after my first year here? 
 
TL;DR: Work with and learn from the very best people. Drinking from the firehose and learning a ton. Autonomy, authority and support. World-class benefits. Open culture to the bones. An inside look at how serious everyone is about minimizing the bad and building more of the good. Five core values in action. Pretty darn happy. 
 
I get the pleasure to work with incredible, impressive, and talented people daily. Both within the walls of Facebook, but also with clients and partners who are working on some unbelievable things. My pod and my core team are just legendary. This isn’t lip service. I really get to work with and learn from the very best. 
 
I’ve learnt SO MUCH. About digital advertising and marketing. About financial services. About media. About other industry verticals I previously knew nothing about. About navigating complex circumstances. About working for a company that’s constantly in the spotlight. About digging deeper to really understand. About cross-functional collaboration. About partnerships. About technology. And much more. Internally, they say every day at Facebook is equivalent to a week. I now know why. 
 
I have the autonomy, authority, and support I need to be successful and run my marketing consulting business the way I see fit. Further, I get to shape and influence how businesses engage, nurture, and build new relationships with people.

I have access to incredible benefits that I’m astonished by daily and so grateful for. In fact, I’m writing this post while on paid paternity leave to spend time with my family and our new addition, Logan. 
 
Facebook fosters an open culture that is like nothing I’ve ever seen before. Mark hosts a weekly company-wide Q&A where he addresses thoughtful and difficult questions about a wide-range of issues and opportunities. Everyone, from Interns to tenured employees, are welcome to ask anything and they don’t face judgement or criticism for raising difficult topics. On our internal Workplace (Facebook for Work), I can join and learn about a whole host of interesting projects, regardless of whether I’m involved in them. 
 
I’ve learnt a lot about both the harmful ways and the incredibly positive ways Facebook can be used. I get a firsthand look at how serious everyone is about minimizing the bad and building more of the good.

There are 5 core values that guide how we work at Facebook. And I see them in practice regularly. Build social value. Move fast. Be bold. Be open. Focus on impact. 
 
I’ve always been fortunate in my career. I’ve worked on amazing teams, on fascinating projects, with inspiring mentors and leaders. Facebook has been a continuation of that for me. But, I must say, I’ve never been this happy. 
 
So, here’s to one amazing year and the many more to follow!
","The bar has been set so high for any future employer to be within my consideration set. I’m truly spoiled.
Helpful (8",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Jun 11 2018,Anonymous,,Former Employee ,Jr designer,0,"Great culture, good energy
","Too busy! Overwhelming load, was not suitable for Jr designer r
Helpfu",,5,3,5,5,4,3,Doesn't Recommend,Positive Outlook,Approves of CEO
Tue May 29 2018,Anonymous,,Former Employee ,Client Solution Manager,0,#NAME?,"become a bit political after its massive expansion, some of the people that this company hire which some of the colleagues agree that they dont deserve to be here
Advice to Management
be more careful when hiring, make sure the person you hire truly has what it take to be in this company, instead of taking all the benefits Facebook brings and contribute nothing.
Helpfu","be more careful when hiring, make sure the person you hire truly has what it take to be in this company, instead of taking all the benefits Facebook brings and contribute nothing.
Helpfu",5,2,5,4,4,4,Recommends,Positive Outlook,Approves of CEO
Tue Jun 05 2018,Anonymous,,Current Employee ,Full Stack Developer,0,#NAME?,#NAME?,,3,3,3,4,5,3,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Mon Jun 18 2018,Anonymous,,Former Employee ,A total disillusionment,3,#NAME?,#NAME?,,1,1,1,1,5,1,Doesn't Recommend,Negative Outlook,No Opinion of CEO
Sun Apr 29 2018, Sales Manager,"Toronto, ON",Former Employee ,Fun place to work,1,"Tons of autonomy, lots of career progression opportunity, freedom to think, great management team
","Getting large quickly and beginning to feel big. Negative press cycles take a toll on employee morale.
",,5,4,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Apr 10 2018,Anonymous,,Former Employee ,Coffee consumer,0,"Great
you get to drink coffee
","have to drink too much coffee
Helpfu",,5,5,,,,,Recommends,Positive Outlook,Approves of CEO
Tue Feb 27 2018,Anonymous,,Former Employee ,"Strong teams, interesting work",0,"Ability to solve complex and interesting problems with truly world-class teams. Focus on people.
","Working in such a large campus, in a very crowded tech ecosystem, there are a lot of potential distractions.
",,4,4,4,4,5,3,Recommends,Positive Outlook,No Opinion of CEO
Wed Oct 11 2017,Anonymous,,Former Employee ,Strategist,1,"It was such a great environment!
","Hard pressure environment, lots of people.
Helpful (1",,4,3,4,4,4,4,Recommends,Neutral Outlook,No Opinion of CEO
Tue Jul 04 2017," Program Management and Analysis, Software Engineering","Toronto, ON",Current Employee ,"Software Engineering,Product Management",1,"IT'S USED TO GAIN KNOWLEDGE. They have a free 3 meals a day and snacks that is good. 4 month of paternity and maternity leave that you can distribute over the first year after having the child. it's opt-in health insurance, so it's not really a benefit. they just enjoy group discounts on insurance because they have a million....
","The worst thing about working at Facebook for me has been oncall duty. Most engineering teams run complex, frequently modified software in production. Since things have a way of going wrong, teams have a rotating responsibility for responding to unanticipated emergencies. Since these can happen any time, day or night, and are of unknowable scope and severity, being is a serious responsibility; many millions of users are affected every minute the site is broken.
",,5,5,2,5,5,2,Recommends,Positive Outlook,Approves of CEO
Wed Dec 07 2016,N/A,"London, ON","Client Partner in London, ON",Partner manager,0,"awesome team, good salary, strong perks, flexible hrs
","rigid management, progression slow, slow strategy, more experienced management
",,5,,,,,,Recommends,Positive Outlook,Approves of CEO
Sun Apr 29 2018, Sales Manager,"Toronto, ON",Former Employee ,Fun place to work,1,"Tons of autonomy, lots of career progression opportunity, freedom to think, great management team
","Getting large quickly and beginning to feel big. Negative press cycles take a toll on employee morale.
Helpful (1",,5,4,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Feb 27 2018,Anonymous,,Former Employee ,"Strong teams, interesting work",0,"Ability to solve complex and interesting problems with truly world-class teams. Focus on people.
","Working in such a large campus, in a very crowded tech ecosystem, there are a lot of potential distractions.
Advice to Management
Keep up the good work — minimize distractions, focus on people, and continue building stellar teams.
Helpfu","Keep up the good work — minimize distractions, focus on people, and continue building stellar teams.
Helpfu",4,4,4,4,5,3,Recommends,Positive Outlook,No Opinion of CEO
Tue Jul 04 2017," Program Management and Analysis, Software Engineering","Toronto, ON",Current Employee ,"Software Engineering,Product Management",1,"IT'S USED TO GAIN KNOWLEDGE. They have a free 3 meals a day and snacks that is good. 4 month of paternity and maternity leave that you can distribute over the first year after having the child. it's opt-in health insurance, so it's not really a benefit. they just enjoy group discounts on insurance because they have a million....
","The worst thing about working at Facebook for me has been oncall duty. Most engineering teams run complex, frequently modified software in production. Since things have a way of going wrong, teams have a rotating responsibility for responding to unanticipated emergencies. Since these can happen any time, day or night, and are of unknowable scope and severity, being is a serious responsibility; many millions of users are affected every minute the site is broken.
Advice to Management
Check Your Wall-posting Preferences
Use Insights to Determine What’s Working for Your Page
 Assign Admin Roles
Helpful (1","Check Your Wall-posting Preferences
Use Insights to Determine What’s Working for Your Page
 Assign Admin Roles
",5,5,2,5,5,2,Recommends,Positive Outlook,Approves of CEO
Wed Dec 07 2016,N/A,"London, ON","Client Partner in London, ON",Partner manager,0,"awesome team, good salary, strong perks, flexible hrs
","rigid management, progression slow, slow strategy, more experienced management
Advice to Management
more streamlined processes
Helpfu","more streamlined processes
Helpfu",5,,,,,,Recommends,Positive Outlook,Approves of CEO
Mon Sep 12 2016,N/A,, ,Fb Intern in winter,0,"Amazing benefits, great work life balance, treated me like a full time, really helped in my development
","Honestly, no real cons to talk about, perhaps that the opportunity to get a full time isnt really present
Advice to Management
They know how to run a company, but perhaps they should be more in tune with their intern development
Helpfu","They know how to run a company, but perhaps they should be more in tune with their intern development
Helpfu",5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue May 24 2016,N/A,, ,Facebook!,0,"Culture was amazing to be working in
","there weren't any cons to this job
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Apr 25 2016,N/A,, ,Accessibility Specialist,1,"It may sound cliche but the thing I liked the most was the constant push/encouragement to always do/be better. I felt challenged, ""move fast & break things"" was real, but I look back with appreciation.
","Very intense work environment and aggressive deadlines. Of course, take this with a grain of salt. Our team was small at the time and we had a lot of pressure to deliver.
",,4,3,4,4,4,,,,
Fri Apr 01 2016,N/A,, ,engineer,0,"great all around, fun, challenging, good compensation
","demanding, micro management, lack of independence
Helpfu",,5,4,5,5,5,4,Recommends,Positive Outlook,Approves of CEO
Mon Mar 14 2016,N/A,, ,Facebook,0,"Awesome benefits and great culture
","Work/Life balance can sometimes be a bit lacking
Helpfu",,4,,,,,,,,
Tue Jan 12 2016,N/A,, ,Data Analyst,0,"Great people and great environment
","None, everything is great always
",,5,4,5,5,4,4,Recommends,Positive Outlook,Approves of CEO
Sun Jul 05 2015,N/A,,Specialist ,Great Place,1,"Awesome workplace with lots of energetic people! It's a fast-paced culture where the only way to move forward is to constantly have an impact. It's a great place to push for fresh ideas and provide input and work on projects that you are passionate about.
","Since teams are distributed around other offices, it sometimes takes longer for decisions to be made.
",,4,4,5,4,3,4,Recommends,Positive Outlook,Approves of CEO
Fri Aug 22 2014,Anonymous,,Current Employee ,Fast-paced Growth,2,"Great culture of moving fast, open and transparent, focus on impact Excellent people that are both smart and empathetic (not found in all tech companies) Managers are focused on growing people long-term
","You'll often get responsibilities faster than you can comfortably deal with them. Not a place where you can phone it in. Company is growing fast and so there's overhead associated with that.
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Jun 30 2014, Software Engineer,"Vancouver, BC",Current Employee ,"Great place to work at, but pressure tends to be high.",15,"1) Ownership of software 2) Responsibilities are given 3) No lack of projects 4) Compensation and package is awesome
","1) Pressure tends to be high 2) long working hours 3) Management is ineffective 4) Managers sometimes aren't very understanding 5) A lot of employees have the fear of getting fired for performance
",,3,2,2,4,5,2,Doesn't Recommend,Positive Outlook,Approves of CEO
Mon Apr 14 2014,N/A,, ,User operations specialist,0,"Culture, innovation, focus on impact, perks, flexibility
","Sometimes you are defined just by your role. Perception of employees in global offices is less than those a the head office.
",,4,,,,,,,,
Tue Jan 12 2016,N/A,, ,Data Analyst,0,"Great people and great environment
","None, everything is great always
Advice to Management
keep doing what youre doing
Helpfu","keep doing what youre doing
Helpfu",5,4,5,5,4,4,Recommends,Positive Outlook,Approves of CEO
Sun Jul 05 2015,N/A,,Specialist ,Great Place,1,"Awesome workplace with lots of energetic people! It's a fast-paced culture where the only way to move forward is to constantly have an impact. It's a great place to push for fresh ideas and provide input and work on projects that you are passionate about.
","Since teams are distributed around other offices, it sometimes takes longer for decisions to be made.
Helpful (1",,4,4,5,4,3,4,Recommends,Positive Outlook,Approves of CEO
Fri Aug 22 2014,Anonymous,,Current Employee ,Fast-paced Growth,2,"Great culture of moving fast, open and transparent, focus on impact
Excellent people that are both smart and empathetic (not found in all tech companies)
Managers are focused on growing people long-term
","You'll often get responsibilities faster than you can comfortably deal with them. Not a place where you can phone it in.
Company is growing fast and so there's overhead associated with that.
Helpful (2",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Jun 30 2014, Software Engineer,"Vancouver, BC",Current Employee ,"Great place to work at, but pressure tends to be high.",15,"1) Ownership of software
2) Responsibilities are given
3) No lack of projects
4) Compensation and package is awesome
","1) Pressure tends to be high
2) long working hours
3) Management is ineffective
4) Managers sometimes aren't very understanding
5) A lot of employees have the fear of getting fired for performance
Helpful (15",,3,2,2,4,5,2,Doesn't Recommend,Positive Outlook,Approves of CEO
Mon Apr 14 2014,N/A,, ,User operations specialist,0,"Culture, innovation, focus on impact, perks, flexibility
","Sometimes you are defined just by your role. Perception of employees in global offices is less than those a the head office.
Helpfu",,4,,,,,,,,
Sun Mar 02 2014, Software Engineer,,Current Employee ,Fantastic,4,"* Compensation, you will be compensated fairly well but don't expect to be super rich
* Impactful, with Facebook serving 1.23 billion people, a simple change you make can either reach millions of people or improve Facebook's efficiency greatly
* Relaxing work environment, while there are deadlines to be met, its how you reach those deadlines that matter. Work life balance is easy.
","* To get the main benefit, work in HQ, I've worked in other offices and felt I never got the same treatment
* Big company, Facebook isn't as small as it used to be, so if you want to be heard. Make sure to make some noise
Helpful (4",,5,4,4,3,3,4,Recommends,Positive Outlook,Approves of CEO
Thu Feb 07 2013,N/A,, ,Amazing Culture,1,"Everyone is relied upon and valued. They expect you to be the best, which also evokes the best from you.
","Even though they preach about having work-life balance, it is very difficult to with the amount of work needed. However, this applies to all companies that aim to run as efficiently as Facebook does.
",,5,3,5,3,5,5,Recommends,Positive Outlook,Approves of CEO
