Hotel CB,25961,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,250
Hotel AU,26123,Recife (PE),2,312.83,625.66,01/02/2020,251
Hotel AF,26344,Sao Paulo (SP),2,139.1,278.2,01/02/2020,253
Hotel BW,26589,Campo Grande (MS),1,60.39,60.39,01/02/2020,255
Hotel AU,28026,Recife (PE),2,312.83,625.66,01/02/2020,268
Hotel Z,28210,Aracaju (SE),4,208.04,832.16,01/02/2020,269
Hotel CB,28918,Rio de Janeiro (RJ),1,165.99,165.99,01/02/2020,276
Hotel K,29078,Salvador (BH),2,263.41,526.82,01/02/2020,277
Hotel A,29263,Florianopolis (SC),2,313.02,626.04,01/02/2020,280
Hotel BW,29379,Campo Grande (MS),3,60.39,181.17,01/02/2020,281
Hotel BD,29567,Natal (RN),1,242.88,242.88,01/02/2020,282
Hotel K,29678,Salvador (BH),4,263.41,1053.64,01/02/2020,284
Hotel BP,29964,Brasilia (DF),2,247.62,495.24,01/02/2020,286
Hotel CB,30832,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,294
Hotel K,31276,Salvador (BH),1,263.41,263.41,01/02/2020,300
Hotel AF,31557,Sao Paulo (SP),3,139.1,417.3,01/02/2020,302
Hotel BD,31621,Natal (RN),1,242.88,242.88,01/02/2020,304
Hotel BD,32260,Natal (RN),3,242.88,728.64,01/02/2020,309
Hotel BW,33242,Campo Grande (MS),4,60.39,241.56,01/02/2020,321
Hotel AF,33396,Sao Paulo (SP),1,139.1,139.1,01/02/2020,322
Hotel AU,34229,Recife (PE),4,312.83,1251.32,01/02/2020,328
Hotel AU,34552,Recife (PE),2,312.83,625.66,01/02/2020,330
Hotel AU,34681,Recife (PE),4,312.83,1251.32,01/02/2020,331
Hotel AF,34921,Sao Paulo (SP),1,139.1,139.1,01/02/2020,334
Hotel AF,35283,Sao Paulo (SP),1,139.1,139.1,01/02/2020,338
Hotel CB,36394,Rio de Janeiro (RJ),1,165.99,165.99,01/02/2020,347
Hotel K,36539,Salvador (BH),4,263.41,1053.64,01/02/2020,349
Hotel AF,37099,Sao Paulo (SP),4,139.1,556.4,01/02/2020,354
Hotel BP,37238,Brasilia (DF),4,247.62,990.48,01/02/2020,355
Hotel Z,37413,Aracaju (SE),2,208.04,416.08,01/02/2020,356
Hotel K,38206,Salvador (BH),3,263.41,790.23,01/02/2020,367
Hotel AU,38228,Recife (PE),1,312.83,312.83,01/02/2020,368
Hotel A,39158,Florianopolis (SC),4,313.02,1252.08,01/02/2020,378
Hotel BD,39370,Natal (RN),2,242.88,485.76,01/02/2020,381
Hotel BW,39569,Campo Grande (MS),4,60.39,241.56,01/02/2020,383
Hotel BW,39884,Campo Grande (MS),4,60.39,241.56,01/02/2020,386
Hotel BP,40111,Brasilia (DF),4,247.62,990.48,01/02/2020,388
Hotel AF,40953,Sao Paulo (SP),4,139.1,556.4,01/02/2020,396
Hotel K,42078,Salvador (BH),3,263.41,790.23,01/02/2020,410
Hotel CB,42444,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,414
Hotel CB,42521,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,415
Hotel BW,42939,Campo Grande (MS),3,60.39,181.17,01/02/2020,419
Hotel BW,43097,Campo Grande (MS),3,60.39,181.17,01/02/2020,422
Hotel BD,43378,Natal (RN),3,242.88,728.64,01/02/2020,424
Hotel BW,43428,Campo Grande (MS),1,60.39,60.39,01/02/2020,425
Hotel A,43571,Florianopolis (SC),2,313.02,626.04,01/02/2020,426
Hotel AU,43799,Recife (PE),3,312.83,938.49,01/02/2020,430
Hotel AF,44143,Sao Paulo (SP),4,139.1,556.4,01/02/2020,432
Hotel A,44391,Florianopolis (SC),1,313.02,313.02,01/02/2020,434
Hotel CB,44553,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,435
Hotel BD,44640,Natal (RN),4,242.88,971.52,01/02/2020,436
Hotel AF,45161,Sao Paulo (SP),2,139.1,278.2,01/02/2020,441
Hotel AF,46507,Sao Paulo (SP),4,139.1,556.4,01/02/2020,453
Hotel CB,47002,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,456
Hotel BD,47262,Natal (RN),2,242.88,485.76,01/02/2020,459
Hotel K,47680,Salvador (BH),3,263.41,790.23,01/02/2020,462
Hotel AF,48180,Sao Paulo (SP),2,139.1,278.2,01/02/2020,470
Hotel AF,48373,Sao Paulo (SP),1,139.1,139.1,01/02/2020,474
Hotel K,48458,Salvador (BH),2,263.41,526.82,01/02/2020,475
Hotel AU,48533,Recife (PE),1,312.83,312.83,01/02/2020,477
Hotel BP,48833,Brasilia (DF),2,247.62,495.24,01/02/2020,479
Hotel AU,49010,Recife (PE),2,312.83,625.66,01/02/2020,481
Hotel BP,49435,Brasilia (DF),1,247.62,247.62,01/02/2020,484
Hotel A,49869,Florianopolis (SC),1,313.02,313.02,01/02/2020,487
Hotel K,50703,Salvador (BH),2,263.41,526.82,01/02/2020,493
Hotel A,50908,Florianopolis (SC),3,313.02,939.06,01/02/2020,496
Hotel CB,51621,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,502
Hotel K,51874,Salvador (BH),3,263.41,790.23,01/02/2020,504
Hotel CB,52404,Rio de Janeiro (RJ),1,165.99,165.99,01/02/2020,509
Hotel K,53004,Salvador (BH),3,263.41,790.23,01/02/2020,513
Hotel CB,53071,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,514
Hotel AU,53697,Recife (PE),1,312.83,312.83,01/02/2020,519
Hotel CB,53777,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,521
Hotel CB,54026,Rio de Janeiro (RJ),1,165.99,165.99,01/02/2020,523
Hotel BP,54108,Brasilia (DF),2,247.62,495.24,01/02/2020,524
Hotel CB,54855,Rio de Janeiro (RJ),1,165.99,165.99,01/02/2020,535
Hotel A,55055,Florianopolis (SC),2,313.02,626.04,01/02/2020,538
Hotel A,55122,Florianopolis (SC),4,313.02,1252.08,01/02/2020,539
Hotel BP,55756,Brasilia (DF),4,247.62,990.48,01/02/2020,544
Hotel AU,56150,Recife (PE),1,312.83,312.83,01/02/2020,546
Hotel BD,56348,Natal (RN),4,242.88,971.52,01/02/2020,549
Hotel AF,57114,Sao Paulo (SP),2,139.1,278.2,01/02/2020,556
Hotel AU,57149,Recife (PE),2,312.83,625.66,01/02/2020,557
Hotel AU,58855,Recife (PE),1,312.83,312.83,01/02/2020,573
Hotel K,59564,Salvador (BH),3,263.41,790.23,01/02/2020,578
Hotel AF,59734,Sao Paulo (SP),1,139.1,139.1,01/02/2020,580
Hotel BD,60973,Natal (RN),3,242.88,728.64,01/02/2020,591
Hotel CB,61075,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,594
Hotel CB,61480,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,601
Hotel BD,62511,Natal (RN),2,242.88,485.76,01/02/2020,609
Hotel A,62592,Florianopolis (SC),4,313.02,1252.08,01/02/2020,611
Hotel AF,62748,Sao Paulo (SP),1,139.1,139.1,01/02/2020,612
Hotel Z,63038,Aracaju (SE),2,208.04,416.08,01/02/2020,614
Hotel BP,63109,Brasilia (DF),4,247.62,990.48,01/02/2020,615
Hotel CB,63233,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,616
Hotel BP,63903,Brasilia (DF),4,247.62,990.48,01/02/2020,622
Hotel K,64503,Salvador (BH),4,263.41,1053.64,01/02/2020,629
Hotel BD,65799,Natal (RN),4,242.88,971.52,01/02/2020,640
Hotel BD,66848,Natal (RN),4,242.88,971.52,01/02/2020,649
Hotel Z,66875,Aracaju (SE),1,208.04,208.04,01/02/2020,650
Hotel BD,67473,Natal (RN),4,242.88,971.52,01/02/2020,654
Hotel Z,68676,Aracaju (SE),4,208.04,832.16,01/02/2020,665
Hotel AF,68990,Sao Paulo (SP),4,139.1,556.4,01/02/2020,668
Hotel BD,69226,Natal (RN),3,242.88,728.64,01/02/2020,671
Hotel Z,69406,Aracaju (SE),3,208.04,624.12,01/02/2020,673
Hotel BW,69684,Campo Grande (MS),1,60.39,60.39,01/02/2020,675
Hotel AU,69860,Recife (PE),1,312.83,312.83,01/02/2020,677
Hotel BW,70011,Campo Grande (MS),2,60.39,120.78,01/02/2020,678
Hotel BP,70151,Brasilia (DF),2,247.62,495.24,01/02/2020,679
Hotel A,71160,Florianopolis (SC),1,313.02,313.02,01/02/2020,690
Hotel CB,71327,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,691
Hotel AF,71701,Sao Paulo (SP),1,139.1,139.1,01/02/2020,696
Hotel BP,72349,Brasilia (DF),2,247.62,495.24,01/02/2020,703
Hotel Z,72856,Aracaju (SE),2,208.04,416.08,01/02/2020,708
Hotel Z,73544,Aracaju (SE),2,208.04,416.08,01/02/2020,714
Hotel A,74321,Florianopolis (SC),3,313.02,939.06,01/02/2020,721
Hotel Z,74458,Aracaju (SE),2,208.04,416.08,01/02/2020,723
Hotel K,75427,Salvador (BH),2,263.41,526.82,01/02/2020,733
Hotel AU,75792,Recife (PE),1,312.83,312.83,01/02/2020,738
Hotel Z,76414,Aracaju (SE),4,208.04,832.16,01/02/2020,744
Hotel AU,77105,Recife (PE),4,312.83,1251.32,01/02/2020,749
Hotel Z,77336,Aracaju (SE),1,208.04,208.04,01/02/2020,752
Hotel AU,77510,Recife (PE),4,312.83,1251.32,01/02/2020,753
Hotel AU,77607,Recife (PE),3,312.83,938.49,01/02/2020,755
Hotel CB,77741,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,756
Hotel K,78084,Salvador (BH),4,263.41,1053.64,01/02/2020,758
Hotel BW,78183,Campo Grande (MS),4,60.39,241.56,01/02/2020,759
Hotel Z,78728,Aracaju (SE),1,208.04,208.04,01/02/2020,765
Hotel AF,79582,Sao Paulo (SP),1,139.1,139.1,01/02/2020,774
Hotel CB,79907,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,777
Hotel K,79960,Salvador (BH),1,263.41,263.41,01/02/2020,778
Hotel CB,80264,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,781
Hotel A,80830,Florianopolis (SC),1,313.02,313.02,01/02/2020,787
Hotel AU,80931,Recife (PE),4,312.83,1251.32,01/02/2020,788
Hotel K,81249,Salvador (BH),4,263.41,1053.64,01/02/2020,791
Hotel K,81356,Salvador (BH),1,263.41,263.41,01/02/2020,793
Hotel BW,81555,Campo Grande (MS),3,60.39,181.17,01/02/2020,794
Hotel BW,81991,Campo Grande (MS),4,60.39,241.56,01/02/2020,798
Hotel A,83123,Florianopolis (SC),1,313.02,313.02,01/02/2020,811
Hotel BW,83560,Campo Grande (MS),3,60.39,181.17,01/02/2020,817
Hotel BP,83587,Brasilia (DF),4,247.62,990.48,01/02/2020,818
Hotel K,83817,Salvador (BH),3,263.41,790.23,01/02/2020,822
Hotel BP,84443,Brasilia (DF),2,247.62,495.24,01/02/2020,830
Hotel A,84578,Florianopolis (SC),1,313.02,313.02,01/02/2020,831
Hotel A,85180,Florianopolis (SC),3,313.02,939.06,01/02/2020,837
Hotel BW,85326,Campo Grande (MS),3,60.39,181.17,01/02/2020,838
Hotel K,85453,Salvador (BH),2,263.41,526.82,01/02/2020,839
Hotel CB,86743,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,856
Hotel CB,87708,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,866
Hotel A,87807,Florianopolis (SC),1,313.02,313.02,01/02/2020,868
Hotel Z,88349,Aracaju (SE),3,208.04,624.12,01/02/2020,873
Hotel CB,89150,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,880
Hotel BW,89366,Campo Grande (MS),4,60.39,241.56,01/02/2020,882
Hotel Z,90229,Aracaju (SE),3,208.04,624.12,01/02/2020,891
Hotel K,90956,Salvador (BH),3,263.41,790.23,01/02/2020,898
Hotel CB,91383,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,901
Hotel AF,91777,Sao Paulo (SP),2,139.1,278.2,01/02/2020,906
Hotel BW,92510,Campo Grande (MS),1,60.39,60.39,01/02/2020,914
Hotel AU,92879,Recife (PE),1,312.83,312.83,01/02/2020,916
Hotel CB,92925,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,917
Hotel Z,93330,Aracaju (SE),2,208.04,416.08,01/02/2020,921
Hotel AF,93352,Sao Paulo (SP),4,139.1,556.4,01/02/2020,922
Hotel Z,93677,Aracaju (SE),3,208.04,624.12,01/02/2020,925
Hotel Z,93902,Aracaju (SE),4,208.04,832.16,01/02/2020,928
Hotel BP,94549,Brasilia (DF),2,247.62,495.24,01/02/2020,934
Hotel K,94574,Salvador (BH),1,263.41,263.41,01/02/2020,935
Hotel CB,94918,Rio de Janeiro (RJ),1,165.99,165.99,01/02/2020,937
Hotel BP,95635,Brasilia (DF),4,247.62,990.48,01/02/2020,945
Hotel BW,96599,Campo Grande (MS),1,60.39,60.39,01/02/2020,956
Hotel CB,97198,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,961
Hotel BD,97550,Natal (RN),2,242.88,485.76,01/02/2020,965
Hotel AF,98041,Sao Paulo (SP),3,139.1,417.3,01/02/2020,972
Hotel K,98637,Salvador (BH),2,263.41,526.82,01/02/2020,977
Hotel AU,99183,Recife (PE),4,312.83,1251.32,01/02/2020,982
Hotel K,99237,Salvador (BH),2,263.41,526.82,01/02/2020,984
Hotel BW,99344,Campo Grande (MS),1,60.39,60.39,01/02/2020,985
Hotel BW,99503,Campo Grande (MS),1,60.39,60.39,01/02/2020,988
Hotel BP,99777,Brasilia (DF),3,247.62,742.86,01/02/2020,991
Hotel AF,100197,Sao Paulo (SP),2,139.1,278.2,01/02/2020,996
Hotel K,100281,Salvador (BH),3,263.41,790.23,01/02/2020,997
Hotel BP,100570,Brasilia (DF),2,247.62,495.24,01/02/2020,1001
Hotel AU,101594,Recife (PE),4,312.83,1251.32,01/02/2020,1008
Hotel BD,101662,Natal (RN),4,242.88,971.52,01/02/2020,1009
Hotel BW,102016,Campo Grande (MS),1,60.39,60.39,01/02/2020,1012
Hotel AF,102354,Sao Paulo (SP),2,139.1,278.2,01/02/2020,1015
Hotel AF,102797,Sao Paulo (SP),4,139.1,556.4,01/02/2020,1021
Hotel BP,103637,Brasilia (DF),3,247.62,742.86,01/02/2020,1028
Hotel BD,104040,Natal (RN),2,242.88,485.76,01/02/2020,1032
Hotel BW,104279,Campo Grande (MS),4,60.39,241.56,01/02/2020,1034
Hotel AF,104576,Sao Paulo (SP),4,139.1,556.4,01/02/2020,1038
Hotel AU,104790,Recife (PE),1,312.83,312.83,01/02/2020,1040
Hotel AF,105566,Sao Paulo (SP),2,139.1,278.2,01/02/2020,1047
Hotel CB,106096,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,1052
Hotel AU,106270,Recife (PE),4,312.83,1251.32,01/02/2020,1056
Hotel Z,106649,Aracaju (SE),1,208.04,208.04,01/02/2020,1059
Hotel AU,107567,Recife (PE),4,312.83,1251.32,01/02/2020,1067
Hotel BW,108198,Campo Grande (MS),1,60.39,60.39,01/02/2020,1074
Hotel BD,108370,Natal (RN),2,242.88,485.76,01/02/2020,1076
Hotel AU,108764,Recife (PE),2,312.83,625.66,01/02/2020,1079
Hotel AF,109062,Sao Paulo (SP),2,139.1,278.2,01/02/2020,1081
Hotel AF,109387,Sao Paulo (SP),4,139.1,556.4,01/02/2020,1085
Hotel K,109534,Salvador (BH),1,263.41,263.41,01/02/2020,1086
Hotel CB,109707,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,1087
Hotel CB,110555,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,1096
Hotel BD,110650,Natal (RN),3,242.88,728.64,01/02/2020,1097
Hotel K,110789,Salvador (BH),4,263.41,1053.64,01/02/2020,1098
Hotel Z,110840,Aracaju (SE),3,208.04,624.12,01/02/2020,1099
Hotel BP,111381,Brasilia (DF),3,247.62,742.86,01/02/2020,1104
Hotel AF,111811,Sao Paulo (SP),4,139.1,556.4,01/02/2020,1107
Hotel CB,111837,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,1108
Hotel Z,111988,Aracaju (SE),3,208.04,624.12,01/02/2020,1109
Hotel BW,112532,Campo Grande (MS),4,60.39,241.56,01/02/2020,1116
Hotel Z,112744,Aracaju (SE),4,208.04,832.16,01/02/2020,1119
Hotel K,112955,Salvador (BH),1,263.41,263.41,01/02/2020,1121
Hotel BW,113630,Campo Grande (MS),3,60.39,181.17,01/02/2020,1128
Hotel CB,113979,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,1133
Hotel AU,114015,Recife (PE),4,312.83,1251.32,01/02/2020,1135
Hotel AF,114247,Sao Paulo (SP),4,139.1,556.4,01/02/2020,1137
Hotel CB,114463,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,1139
Hotel BP,114880,Brasilia (DF),3,247.62,742.86,01/02/2020,1142
Hotel AF,114935,Sao Paulo (SP),4,139.1,556.4,01/02/2020,1143
Hotel AF,114972,Sao Paulo (SP),3,139.1,417.3,01/02/2020,1144
Hotel BW,115160,Campo Grande (MS),4,60.39,241.56,01/02/2020,1146
Hotel BD,116763,Natal (RN),1,242.88,242.88,01/02/2020,1157
Hotel CB,116853,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,1158
Hotel AU,116938,Recife (PE),2,312.83,625.66,01/02/2020,1159
Hotel BP,117214,Brasilia (DF),2,247.62,495.24,01/02/2020,1162
Hotel CB,117909,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,1167
Hotel AU,117999,Recife (PE),3,312.83,938.49,01/02/2020,1168
Hotel AU,118228,Recife (PE),4,312.83,1251.32,01/02/2020,1172
Hotel AU,118285,Recife (PE),2,312.83,625.66,01/02/2020,1173
Hotel AU,118963,Recife (PE),3,312.83,938.49,01/02/2020,1179
Hotel AF,119266,Sao Paulo (SP),2,139.1,278.2,01/02/2020,1184
Hotel K,119523,Salvador (BH),3,263.41,790.23,01/02/2020,1186
Hotel BW,119862,Campo Grande (MS),4,60.39,241.56,01/02/2020,1189
Hotel AU,120025,Recife (PE),4,312.83,1251.32,01/02/2020,1191
Hotel BW,120539,Campo Grande (MS),2,60.39,120.78,01/02/2020,1196
Hotel BD,120718,Natal (RN),4,242.88,971.52,01/02/2020,1197
Hotel BP,121152,Brasilia (DF),1,247.62,247.62,01/02/2020,1202
Hotel BD,121404,Natal (RN),3,242.88,728.64,01/02/2020,1204
Hotel AU,121835,Recife (PE),4,312.83,1251.32,01/02/2020,1208
Hotel AU,122580,Recife (PE),4,312.83,1251.32,01/02/2020,1215
Hotel CB,122952,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,1219
Hotel AU,123269,Recife (PE),4,312.83,1251.32,01/02/2020,1221
Hotel AF,123581,Sao Paulo (SP),3,139.1,417.3,01/02/2020,1223
Hotel CB,123901,Rio de Janeiro (RJ),1,165.99,165.99,01/02/2020,1225
Hotel BP,123977,Brasilia (DF),4,247.62,990.48,01/02/2020,1226
Hotel BP,124291,Brasilia (DF),3,247.62,742.86,01/02/2020,1228
Hotel AF,124884,Sao Paulo (SP),2,139.1,278.2,01/02/2020,1233
Hotel CB,125019,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,1234
Hotel Z,125225,Aracaju (SE),2,208.04,416.08,01/02/2020,1236
Hotel CB,125612,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,1240
Hotel K,126426,Salvador (BH),1,263.41,263.41,01/02/2020,1251
Hotel K,126673,Salvador (BH),4,263.41,1053.64,01/02/2020,1253
Hotel BD,127325,Natal (RN),1,242.88,242.88,01/02/2020,1257
Hotel BP,127504,Brasilia (DF),4,247.62,990.48,01/02/2020,1258
Hotel BP,128351,Brasilia (DF),2,247.62,495.24,01/02/2020,1265
Hotel Z,128503,Aracaju (SE),2,208.04,416.08,01/02/2020,1267
Hotel BP,128536,Brasilia (DF),3,247.62,742.86,01/02/2020,1268
Hotel CB,128891,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,1270
Hotel BD,129179,Natal (RN),1,242.88,242.88,01/02/2020,1272
Hotel AF,129512,Sao Paulo (SP),1,139.1,139.1,01/02/2020,1276
Hotel CB,129538,Rio de Janeiro (RJ),1,165.99,165.99,01/02/2020,1277
Hotel BP,129623,Brasilia (DF),2,247.62,495.24,01/02/2020,1278
Hotel Z,129937,Aracaju (SE),1,208.04,208.04,01/02/2020,1280
Hotel BD,130119,Natal (RN),2,242.88,485.76,01/02/2020,1281
Hotel CB,130601,Rio de Janeiro (RJ),3,165.99,497.97,01/02/2020,1285
Hotel BW,130621,Campo Grande (MS),4,60.39,241.56,01/02/2020,1286
Hotel BP,130862,Brasilia (DF),2,247.62,495.24,01/02/2020,1288
Hotel K,131112,Salvador (BH),2,263.41,526.82,01/02/2020,1290
Hotel AU,131758,Recife (PE),3,312.83,938.49,01/02/2020,1297
Hotel AU,131822,Recife (PE),2,312.83,625.66,01/02/2020,1298
Hotel Z,132105,Aracaju (SE),1,208.04,208.04,01/02/2020,1302
Hotel AF,132711,Sao Paulo (SP),1,139.1,139.1,01/02/2020,1307
Hotel BP,132790,Brasilia (DF),2,247.62,495.24,01/02/2020,1308
Hotel AU,132863,Recife (PE),4,312.83,1251.32,01/02/2020,1310
Hotel CB,133265,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,1313
Hotel K,133828,Salvador (BH),4,263.41,1053.64,01/02/2020,1318
Hotel BP,133875,Brasilia (DF),2,247.62,495.24,01/02/2020,1319
Hotel Z,134012,Aracaju (SE),1,208.04,208.04,01/02/2020,1320
Hotel AU,134210,Recife (PE),3,312.83,938.49,01/02/2020,1321
Hotel BD,134319,Natal (RN),1,242.88,242.88,01/02/2020,1322
Hotel BW,134922,Campo Grande (MS),3,60.39,181.17,01/02/2020,1326
Hotel K,134938,Salvador (BH),3,263.41,790.23,01/02/2020,1327
Hotel AU,135877,Recife (PE),2,312.83,625.66,01/02/2020,1337
Hotel BD,15,Natal (RN),2,242.88,485.76,01/09/2020,0
Hotel K,110,Salvador (BH),1,263.41,263.41,01/09/2020,2
Hotel A,241,Florianopolis (SC),1,313.02,313.02,01/09/2020,3
Hotel K,440,Salvador (BH),3,263.41,790.23,01/09/2020,4
Hotel AU,1012,Recife (PE),4,312.83,1251.32,01/09/2020,9
Hotel BD,1383,Natal (RN),4,242.88,971.52,01/09/2020,12
Hotel A,1453,Florianopolis (SC),2,313.02,626.04,01/09/2020,13
Hotel AU,1976,Recife (PE),3,312.83,938.49,01/09/2020,17
